## reporting unit PofZ values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 999  NumValuesInAverage= 998
IndivName	ValueType	Norton	Upper_Yukon	Middle_Yukon	Lower_Yukon	Bristol_Bay_Kusk
KKISA05_43	SD	0.00023571	0.00000000	0.00000000	0.00033789	0.00045722
KKISA05_44	Posterior.Mean	0.00000825	0.00000000	0.00000000	0.00004544	0.99994631
KKISA05_44	SD	0.00000155	0.00000000	0.00000000	0.00000690	0.00000781
KKISA05_45	Posterior.Mean	0.00060642	0.00000000	0.00000000	0.00038886	0.99900471
KKISA05_45	SD	0.00011166	0.00000000	0.00000000	0.00006172	0.00015831
KKISA05_46	Posterior.Mean	0.00021558	0.00000000	0.00000000	0.00650548	0.99327894
KKISA05_46	SD	0.00004074	0.00000000	0.00000000	0.00121886	0.00124319
KKISA05_47	Posterior.Mean	0.00067210	0.00000000	0.00000000	0.00607570	0.99325219
KKISA05_47	SD	0.00011327	0.00000000	0.00000000	0.00074216	0.00077236
KKISA05_48	Posterior.Mean	0.00183856	0.00000000	0.00000021	0.01136126	0.98679998
KKISA05_48	SD	0.00023130	0.00000000	0.00000003	0.00133183	0.00145230
KKISA05_49	Posterior.Mean	0.00012377	0.00000000	0.00000000	0.00070591	0.99917031
KKISA05_49	SD	0.00002113	0.00000000	0.00000000	0.00011225	0.00012660
KKISA05_50	Posterior.Mean	0.00015959	0.00000000	0.00000000	0.00120101	0.99863940
KKISA05_50	SD	0.00002233	0.00000000	0.00000000	0.00016771	0.00018255
KKISA05_51	Posterior.Mean	0.00010446	0.00000000	0.00000000	0.00022788	0.99966767
KKISA05_51	SD	0.00002317	0.00000000	0.00000000	0.00004773	0.00006486
KKISA05_52	Posterior.Mean	0.00000063	0.00000000	0.00000000	0.00178873	0.99821064
KKISA05_52	SD	0.00000010	0.00000000	0.00000000	0.00025029	0.00025034
KKISA05_53	Posterior.Mean	0.00000274	0.00000000	0.00000000	0.00034972	0.99964753
KKISA05_53	SD	0.00000056	0.00000000	0.00000000	0.00007447	0.00007484
KKISA05_54	Posterior.Mean	0.04655102	0.00000000	0.00000000	0.05814222	0.89530675
KKISA05_54	SD	0.00862294	0.00000000	0.00000000	0.00935348	0.01493302
KKISA05_55	Posterior.Mean	0.00144928	0.00000000	0.00000000	0.00082163	0.99772909
KKISA05_55	SD	0.00024655	0.00000000	0.00000000	0.00010871	0.00031164
KKISA05_56	Posterior.Mean	0.00326783	0.00000000	0.00000000	0.00359011	0.99314205
KKISA05_56	SD	0.00071550	0.00000000	0.00000000	0.00074295	0.00128904
KKISA05_57	Posterior.Mean	0.01431068	0.00000000	0.00000000	0.12883505	0.85685426
KKISA05_57	SD	0.00196599	0.00000000	0.00000000	0.01367783	0.01393105
KKISA05_58	Posterior.Mean	0.00010393	0.00000000	0.00000000	0.00033827	0.99955780
KKISA05_58	SD	0.00001770	0.00000000	0.00000000	0.00004945	0.00005607
KKISA05_59	Posterior.Mean	0.00143421	0.00000000	0.00000000	0.00052853	0.99803726
KKISA05_59	SD	0.00025571	0.00000000	0.00000000	0.00008519	0.00029965
KKISA05_60	Posterior.Mean	0.00029613	0.00000000	0.00000000	0.00103170	0.99867217
KKISA05_60	SD	0.00005484	0.00000000	0.00000000	0.00016795	0.00020497
KKISA05_61	Posterior.Mean	0.00028365	0.00000000	0.00000000	0.00010148	0.99961487
KKISA05_61	SD	0.00005095	0.00000000	0.00000000	0.00001611	0.00006121
KKISA05_62	Posterior.Mean	0.00006967	0.00000000	0.00000000	0.01267294	0.98725740
KKISA05_62	SD	0.00000818	0.00000000	0.00000000	0.00162385	0.00162563
KKISA05_63	Posterior.Mean	0.02323080	0.00000000	0.00000000	0.12028534	0.85648386
KKISA05_63	SD	0.00398981	0.00000000	0.00000000	0.01394362	0.01566199
KKISA05_64	Posterior.Mean	0.00217251	0.00000000	0.00000000	0.02697553	0.97085196
KKISA05_64	SD	0.00034981	0.00000000	0.00000000	0.00291907	0.00300794
KKISA05_65	Posterior.Mean	0.03061530	0.00000000	0.00000000	0.00049718	0.96888752
KKISA05_65	SD	0.00501902	0.00000000	0.00000000	0.00006938	0.00502909
KKISA05_66	Posterior.Mean	0.00001389	0.00000000	0.00000000	0.00117705	0.99880906
KKISA05_66	SD	0.00000313	0.00000000	0.00000000	0.00025316	0.00025544
KKISA05_67	Posterior.Mean	0.00018498	0.00000000	0.00000000	0.00797254	0.99184248
KKISA05_67	SD	0.00003583	0.00000000	0.00000000	0.00156848	0.00158964
KKISA05_68	Posterior.Mean	0.00030308	0.00000000	0.00000000	0.02414081	0.97555611
KKISA05_68	SD	0.00004892	0.00000000	0.00000000	0.00269979	0.00271582
KKISA05_69	Posterior.Mean	0.00153902	0.00000000	0.00000000	0.02348188	0.97497910
KKISA05_69	SD	0.00029580	0.00000000	0.00000000	0.00381586	0.00398943
KKISA05_70	Posterior.Mean	0.00430747	0.00000000	0.00000000	0.01054496	0.98514757
KKISA05_70	SD	0.00052780	0.00000000	0.00000000	0.00133909	0.00156731
KKISA05_71	Posterior.Mean	0.25521311	0.00000000	0.00000000	0.04803500	0.69675189
KKISA05_71	SD	0.03314013	0.00000000	0.00000000	0.00628736	0.03369916
KKISA05_72	Posterior.Mean	0.00007398	0.00000000	0.00000000	0.00154471	0.99838130
KKISA05_72	SD	0.00001344	0.00000000	0.00000000	0.00020962	0.00021567
KKISA05_73	Posterior.Mean	0.00051904	0.00000000	0.00000000	0.13038996	0.86909100
KKISA05_73	SD	0.00007258	0.00000000	0.00000000	0.01937647	0.01941053
KKISA05_74	Posterior.Mean	0.00015100	0.00000000	0.00000000	0.00003962	0.99980938
KKISA05_74	SD	0.00002876	0.00000000	0.00000000	0.00000719	0.00003388
KKISA05_75	Posterior.Mean	0.00000009	0.00000000	0.00000000	0.00001765	0.99998226
KKISA05_75	SD	0.00000002	0.00000000	0.00000000	0.00000361	0.00000362
KKISA05_76	Posterior.Mean	0.00844603	0.00000000	0.00000000	0.03185672	0.95969726
KKISA05_76	SD	0.00136465	0.00000000	0.00000000	0.00430819	0.00482253
KKISA05_77	Posterior.Mean	0.00004581	0.00000000	0.00000000	0.00000297	0.99995123
KKISA05_77	SD	0.00000792	0.00000000	0.00000000	0.00000035	0.00000803
KKISA05_78	Posterior.Mean	0.00000002	0.00000000	0.00000000	0.00000034	0.99999965
KKISA05_78	SD	0.00000000	0.00000000	0.00000000	0.00000006	0.00000005
KKISA05_79	Posterior.Mean	0.00014180	0.00000000	0.00000000	0.00115855	0.99869965
KKISA05_79	SD	0.00002494	0.00000000	0.00000000	0.00017252	0.00018391
KKISA05_80	Posterior.Mean	0.00054490	0.00000000	0.00000000	0.09498172	0.90447338
KKISA05_80	SD	0.00009613	0.00000000	0.00000000	0.01238284	0.01240544
KKISA05_81	Posterior.Mean	0.00000637	0.00000000	0.00000000	0.00014630	0.99984733
KKISA05_81	SD	0.00000101	0.00000000	0.00000000	0.00002876	0.00002914
KKISA05_82	Posterior.Mean	0.00002923	0.00000000	0.00000000	0.01972837	0.98024240
KKISA05_82	SD	0.00000630	0.00000000	0.00000000	0.00377993	0.00378411
KKISA05_83	Posterior.Mean	0.00039144	0.00000000	0.00000000	0.02269290	0.97691566
KKISA05_83	SD	0.00006831	0.00000000	0.00000000	0.00359981	0.00363328
KKISA05_84	Posterior.Mean	0.00025558	0.00000000	0.00000000	0.03927631	0.96046811
KKISA05_84	SD	0.00003822	0.00000000	0.00000000	0.00428172	0.00428704
KKISA05_85	Posterior.Mean	0.00706677	0.00000000	0.00000000	0.01464172	0.97829151
KKISA05_85	SD	0.00145825	0.00000000	0.00000000	0.00246681	0.00348380
KKISA05_86	Posterior.Mean	0.00001856	0.00000000	0.00000000	0.00006083	0.99992061
KKISA05_86	SD	0.00000320	0.00000000	0.00000000	0.00000874	0.00000994
KKISA05_87	Posterior.Mean	0.00002304	0.00000000	0.00000000	0.04267062	0.95730634
KKISA05_87	SD	0.00000383	0.00000000	0.00000000	0.00507357	0.00507498
KKISA05_88	Posterior.Mean	0.00000681	0.00000000	0.00000000	0.00053620	0.99945699
KKISA05_88	SD	0.00000098	0.00000000	0.00000000	0.00008528	0.00008576
KKISA05_89	Posterior.Mean	0.00722052	0.00000000	0.00000000	0.00695212	0.98582736
KKISA05_89	SD	0.00127327	0.00000000	0.00000000	0.00103555	0.00185740
KKISA05_90	Posterior.Mean	0.01096058	0.00000000	0.00000000	0.00520197	0.98383745
KKISA05_90	SD	0.00203842	0.00000000	0.00000000	0.00097134	0.00250320
KKISA05_91	Posterior.Mean	0.00283414	0.00000000	0.00000000	0.02947961	0.96768625
KKISA05_91	SD	0.00054290	0.00000000	0.00000000	0.00525432	0.00555195
KKISA05_92	Posterior.Mean	0.08595859	0.00000000	0.00000000	0.00946844	0.90457297
KKISA05_92	SD	0.01362785	0.00000000	0.00000000	0.00148546	0.01411188
KKISA05_93	Posterior.Mean	0.00103438	0.00000000	0.00000555	0.00173656	0.99722351
KKISA05_93	SD	0.00021928	0.00000000	0.00000110	0.00035515	0.00053010
KKISA05_94	Posterior.Mean	0.00012742	0.00000000	0.00000000	0.06794847	0.93192411
KKISA05_94	SD	0.00002073	0.00000000	0.00000000	0.00857380	0.00858077
KKLUTU09_1	Posterior.Mean	0.00011383	0.00000000	0.00000000	0.03486636	0.96501981
KKLUTU09_1	SD	0.00001827	0.00000000	0.00000000	0.00495592	0.00496135
KKLUTU09_2	Posterior.Mean	0.20573887	0.00000000	0.00000000	0.02018225	0.77407888
KKLUTU09_2	SD	0.02657646	0.00000000	0.00000000	0.00287202	0.02699670
KKLUTU09_3	Posterior.Mean	0.00000329	0.00000000	0.00000000	0.02223443	0.97776228
KKLUTU09_3	SD	0.00000041	0.00000000	0.00000000	0.00301848	0.00301859
KKLUTU09_4	Posterior.Mean	0.00004418	0.00000000	0.00000000	0.00229153	0.99766429
KKLUTU09_4	SD	0.00000664	0.00000000	0.00000000	0.00030744	0.00030893
KKLUTU09_5	Posterior.Mean	0.00077581	0.00000000	0.00000000	0.00905917	0.99016503
KKLUTU09_5	SD	0.00007996	0.00000000	0.00000000	0.00102419	0.00104531
KKLUTU09_6	Posterior.Mean	0.08209817	0.00000000	0.00000000	0.00147387	0.91642796
KKLUTU09_6	SD	0.01268254	0.00000000	0.00000000	0.00017660	0.01269743
KKLUTU09_7	Posterior.Mean	0.00055220	0.00000000	0.00000000	0.00007169	0.99937611
KKLUTU09_7	SD	0.00010155	0.00000000	0.00000000	0.00001137	0.00010781
KKLUTU09_8	Posterior.Mean	0.00233175	0.00000000	0.00000000	0.00652388	0.99114436
KKLUTU09_8	SD	0.00030460	0.00000000	0.00000000	0.00085297	0.00098222
KKLUTU09_9	Posterior.Mean	0.00001792	0.00000000	0.00000000	0.00663477	0.99334730
KKLUTU09_9	SD	0.00000383	0.00000000	0.00000000	0.00129090	0.00129313
KKLUTU09_10	Posterior.Mean	0.00000072	0.00000000	0.00000000	0.01782851	0.98217076
KKLUTU09_10	SD	0.00000011	0.00000000	0.00000000	0.00292737	0.00292742
KKLUTU09_11	Posterior.Mean	0.00115087	0.00000000	0.00000000	0.00010482	0.99874431
KKLUTU09_11	SD	0.00022550	0.00000000	0.00000000	0.00001824	0.00023377
KKLUTU09_12	Posterior.Mean	0.02113543	0.00000000	0.00000000	0.00345325	0.97541132
KKLUTU09_12	SD	0.00418117	0.00000000	0.00000000	0.00058291	0.00445948
KKLUTU09_13	Posterior.Mean	0.00071617	0.00000000	0.00000000	0.00155233	0.99773150
KKLUTU09_13	SD	0.00013388	0.00000000	0.00000000	0.00022805	0.00032291
KKLUTU09_14	Posterior.Mean	0.00003831	0.00000000	0.00000000	0.00259329	0.99736840
KKLUTU09_14	SD	0.00000756	0.00000000	0.00000000	0.00053171	0.00053662
KKLUTU09_15	Posterior.Mean	0.00039340	0.00000000	0.00000000	0.02079129	0.97881531
KKLUTU09_15	SD	0.00004931	0.00000000	0.00000000	0.00312350	0.00314495
KKLUTU09_16	Posterior.Mean	0.00002281	0.00000000	0.00000000	0.00863466	0.99134253
KKLUTU09_16	SD	0.00000396	0.00000000	0.00000000	0.00124907	0.00125125
KKLUTU09_17	Posterior.Mean	0.00479683	0.00000000	0.00000000	0.00041377	0.99478939
KKLUTU09_17	SD	0.00097543	0.00000000	0.00000000	0.00007577	0.00102273
KKLUTU09_18	Posterior.Mean	0.00551301	0.00000000	0.00000000	0.00223083	0.99225616
KKLUTU09_18	SD	0.00096896	0.00000000	0.00000000	0.00034243	0.00113384
KKLUTU09_19	Posterior.Mean	0.00000222	0.00000000	0.00000000	0.00112852	0.99886926
KKLUTU09_19	SD	0.00000051	0.00000000	0.00000000	0.00022717	0.00022749
KKLUTU09_20	Posterior.Mean	0.00000066	0.00000000	0.00000000	0.01392327	0.98607607
KKLUTU09_20	SD	0.00000011	0.00000000	0.00000000	0.00200226	0.00200233
KKLUTU09_21	Posterior.Mean	0.01532927	0.00000000	0.00000000	0.00321998	0.98145074
KKLUTU09_21	SD	0.00257966	0.00000000	0.00000000	0.00035830	0.00268802
KKLUTU09_22	Posterior.Mean	0.00009640	0.00000000	0.00000000	0.00279302	0.99711058
KKLUTU09_22	SD	0.00001863	0.00000000	0.00000000	0.00047151	0.00048089
KKLUTU09_23	Posterior.Mean	0.00077608	0.00000000	0.00000000	0.00703072	0.99219320
KKLUTU09_23	SD	0.00012379	0.00000000	0.00000000	0.00110465	0.00115327
KKLUTU09_24	Posterior.Mean	0.00118233	0.00000000	0.00000000	0.00035989	0.99845778
KKLUTU09_24	SD	0.00027768	0.00000000	0.00000000	0.00007326	0.00032742
KKLUTU09_25	Posterior.Mean	0.00007180	0.00000000	0.00000000	0.13580062	0.86412758
KKLUTU09_25	SD	0.00001196	0.00000000	0.00000000	0.02234136	0.02234853
KKLUTU09_26	Posterior.Mean	0.01468760	0.00000000	0.00000006	0.57994945	0.40536290
KKLUTU09_26	SD	0.00238262	0.00000000	0.00000001	0.03171723	0.03094384
KKLUTU09_27	Posterior.Mean	0.00004272	0.00000000	0.00000000	0.00288425	0.99707303
KKLUTU09_27	SD	0.00001004	0.00000000	0.00000000	0.00059315	0.00059924
KKLUTU09_28	Posterior.Mean	0.03462861	0.00000000	0.00000000	0.00110972	0.96426167
KKLUTU09_28	SD	0.00481560	0.00000000	0.00000000	0.00015753	0.00484383
KKLUTU09_29	Posterior.Mean	0.00005269	0.00000000	0.00000000	0.00045376	0.99949356
KKLUTU09_29	SD	0.00001252	0.00000000	0.00000000	0.00009833	0.00010644
KKLUTU09_30	Posterior.Mean	0.00020009	0.00000000	0.00000000	0.13125398	0.86854592
KKLUTU09_30	SD	0.00002748	0.00000000	0.00000000	0.01347698	0.01347819
KKLUTU09_31	Posterior.Mean	0.00027090	0.00000000	0.00000000	0.91725761	0.08247149
KKLUTU09_31	SD	0.00004369	0.00000000	0.00000000	0.01153744	0.01151419
KKLUTU09_32	Posterior.Mean	0.00004057	0.00000000	0.00000000	0.00000384	0.99995559
KKLUTU09_32	SD	0.00000797	0.00000000	0.00000000	0.00000059	0.00000830
KKLUTU09_33	Posterior.Mean	0.00019965	0.00000000	0.00000000	0.00001123	0.99978912
KKLUTU09_33	SD	0.00003626	0.00000000	0.00000000	0.00000185	0.00003719
KKLUTU09_34	Posterior.Mean	0.00231470	0.00000000	0.00000035	0.11558973	0.88209523
KKLUTU09_34	SD	0.00036437	0.00000000	0.00000004	0.01180581	0.01192329
KKLUTU09_35	Posterior.Mean	0.00616900	0.00000000	0.00000000	0.02137520	0.97245579
KKLUTU09_35	SD	0.00117814	0.00000000	0.00000000	0.00346860	0.00424191
KKLUTU09_36	Posterior.Mean	0.00001590	0.00000000	0.00000000	0.00014397	0.99984013
KKLUTU09_36	SD	0.00000232	0.00000000	0.00000000	0.00001872	0.00001951
KKLUTU09_37	Posterior.Mean	0.00005528	0.00000000	0.00000000	0.00663611	0.99330861
KKLUTU09_37	SD	0.00000864	0.00000000	0.00000000	0.00093592	0.00093788
KKLUTU09_38	Posterior.Mean	0.01464224	0.00000000	0.00000000	0.01237047	0.97298730
KKLUTU09_38	SD	0.00231141	0.00000000	0.00000000	0.00180426	0.00363635
KKLUTU09_39	Posterior.Mean	0.00049556	0.00000000	0.00000000	0.00040058	0.99910386
KKLUTU09_39	SD	0.00011093	0.00000000	0.00000000	0.00007693	0.00016738
KKLUTU09_40	Posterior.Mean	0.00004882	0.00000000	0.00000001	0.04239275	0.95755842
KKLUTU09_40	SD	0.00000751	0.00000000	0.00000000	0.00715822	0.00716200
KKLUTU09_41	Posterior.Mean	0.00022300	0.00000000	0.00000000	0.00076804	0.99900896
KKLUTU09_41	SD	0.00003513	0.00000000	0.00000000	0.00010020	0.00011489
KKLUTU09_42	Posterior.Mean	0.00000387	0.00000000	0.00000000	0.00025148	0.99974465
KKLUTU09_42	SD	0.00000080	0.00000000	0.00000000	0.00005723	0.00005774
KKLUTU09_43	Posterior.Mean	0.00023887	0.00000000	0.00000000	0.08656158	0.91319955
KKLUTU09_43	SD	0.00002679	0.00000000	0.00000000	0.01006711	0.01006941
KKLUTU09_44	Posterior.Mean	0.00002074	0.00000000	0.00000000	0.01029694	0.98968232
KKLUTU09_44	SD	0.00000268	0.00000000	0.00000000	0.00150401	0.00150496
KKLUTU09_45	Posterior.Mean	0.00767281	0.00000000	0.00000000	0.24176746	0.75055973
KKLUTU09_45	SD	0.00124094	0.00000000	0.00000000	0.02590797	0.02588837
KKLUTU09_46	Posterior.Mean	0.00012751	0.00000000	0.00000000	0.00358759	0.99628491
KKLUTU09_46	SD	0.00002100	0.00000000	0.00000000	0.00050753	0.00051408
KKLUTU09_47	Posterior.Mean	0.00000083	0.00000000	0.00000000	0.00048502	0.99951415
KKLUTU09_47	SD	0.00000016	0.00000000	0.00000000	0.00009122	0.00009130
KKLUTU09_48	Posterior.Mean	0.00016738	0.00000000	0.00000000	0.00693173	0.99290089
KKLUTU09_48	SD	0.00003257	0.00000000	0.00000000	0.00143845	0.00145919
KKLUTU09_49	Posterior.Mean	0.00000367	0.00000000	0.00000000	0.00052028	0.99947606
KKLUTU09_49	SD	0.00000066	0.00000000	0.00000000	0.00009334	0.00009373
KKLUTU09_50	Posterior.Mean	0.00003058	0.00000000	0.00000000	0.00151361	0.99845582
KKLUTU09_50	SD	0.00000539	0.00000000	0.00000000	0.00027966	0.00028328
KKLUTU09_51	Posterior.Mean	0.00108378	0.00000000	0.00000000	0.00197470	0.99694152
KKLUTU09_51	SD	0.00024602	0.00000000	0.00000000	0.00042011	0.00060543
KKLUTU09_52	Posterior.Mean	0.00043150	0.00000000	0.00000000	0.19519292	0.80437558
KKLUTU09_52	SD	0.00007453	0.00000000	0.00000000	0.02347717	0.02348938
KKLUTU09_53	Posterior.Mean	0.00003435	0.00000000	0.00000000	0.00320339	0.99676226
KKLUTU09_53	SD	0.00000581	0.00000000	0.00000000	0.00039948	0.00040177
KKLUTU09_54	Posterior.Mean	0.00206364	0.00000000	0.00000000	0.16620525	0.83173111
KKLUTU09_54	SD	0.00029748	0.00000000	0.00000000	0.01872433	0.01882642
KKLUTU09_55	Posterior.Mean	0.00077594	0.00000000	0.00000000	0.00177974	0.99744432
KKLUTU09_55	SD	0.00013306	0.00000000	0.00000000	0.00025857	0.00033269
KKLUTU09_56	Posterior.Mean	0.01541403	0.00000000	0.00000000	0.04911758	0.93546839
KKLUTU09_56	SD	0.00266991	0.00000000	0.00000000	0.00593226	0.00709929
KKLUTU09_57	Posterior.Mean	0.02585782	0.00000000	0.00000000	0.00091876	0.97322342
KKLUTU09_57	SD	0.00396528	0.00000000	0.00000000	0.00010756	0.00398857
KKLUTU09_58	Posterior.Mean	0.00094913	0.00000000	0.00000000	0.00065187	0.99839901
KKLUTU09_58	SD	0.00018179	0.00000000	0.00000000	0.00010782	0.00024792
KKLUTU09_59	Posterior.Mean	0.00151854	0.00000000	0.00000000	0.01974045	0.97874101
KKLUTU09_59	SD	0.00021362	0.00000000	0.00000000	0.00276244	0.00280960
KKLUTU09_60	Posterior.Mean	0.02505123	0.00000000	0.00000000	0.00927107	0.96567770
KKLUTU09_60	SD	0.00438392	0.00000000	0.00000000	0.00130605	0.00506427
KKLUTU09_61	Posterior.Mean	0.00009644	0.00000000	0.00000000	0.00030877	0.99959479
KKLUTU09_61	SD	0.00001987	0.00000000	0.00000000	0.00005343	0.00006570
KKLUTU09_62	Posterior.Mean	0.00127816	0.00000000	0.00000000	0.01679727	0.98192456
KKLUTU09_62	SD	0.00022790	0.00000000	0.00000000	0.00244290	0.00251948
KKLUTU09_63	Posterior.Mean	0.00000999	0.00000000	0.00000000	0.00637769	0.99361232
KKLUTU09_63	SD	0.00000164	0.00000000	0.00000000	0.00090888	0.00090949
KKLUTU09_64	Posterior.Mean	0.00063034	0.00000000	0.00000000	0.01898383	0.98038583
KKLUTU09_64	SD	0.00010339	0.00000000	0.00000000	0.00262286	0.00264378
KKLUTU09_65	Posterior.Mean	0.25453239	0.00000000	0.00000000	0.13388397	0.61158363
KKLUTU09_65	SD	0.03146678	0.00000000	0.00000000	0.01384400	0.03003119
KKLUTU09_66	Posterior.Mean	0.00002501	0.00000000	0.00000000	0.00008274	0.99989225
KKLUTU09_66	SD	0.00000374	0.00000000	0.00000000	0.00001114	0.00001344
KKLUTU09_67	Posterior.Mean	0.00588281	0.00000000	0.00000000	0.03907834	0.95503886
KKLUTU09_67	SD	0.00085228	0.00000000	0.00000000	0.00557880	0.00599425
KKLUTU09_68	Posterior.Mean	0.00099679	0.00000000	0.00000000	0.01934922	0.97965399
KKLUTU09_68	SD	0.00016575	0.00000000	0.00000000	0.00193992	0.00197769
KKLUTU09_69	Posterior.Mean	0.00028215	0.00000000	0.00000000	0.00237099	0.99734686
KKLUTU09_69	SD	0.00004463	0.00000000	0.00000000	0.00042935	0.00045669
KKLUTU09_70	Posterior.Mean	0.00051426	0.00000000	0.00000000	0.00001504	0.99947070
KKLUTU09_70	SD	0.00008972	0.00000000	0.00000000	0.00000244	0.00009094
KKLUTU09_71	Posterior.Mean	0.00000301	0.00000000	0.00000000	0.00027711	0.99971988
KKLUTU09_71	SD	0.00000046	0.00000000	0.00000000	0.00004581	0.00004604
KKLUTU09_72	Posterior.Mean	0.00014348	0.00000000	0.00000000	0.00031187	0.99954465
KKLUTU09_72	SD	0.00002419	0.00000000	0.00000000	0.00003978	0.00005356
KKLUTU09_73	Posterior.Mean	0.00000990	0.00000000	0.00000000	0.00395661	0.99603349
KKLUTU09_73	SD	0.00000160	0.00000000	0.00000000	0.00057625	0.00057716
KKLUTU09_74	Posterior.Mean	0.00057758	0.00000000	0.00000000	0.01111804	0.98830439
KKLUTU09_74	SD	0.00007721	0.00000000	0.00000000	0.00127835	0.00130940
KKLUTU09_75	Posterior.Mean	0.00020079	0.00000000	0.00000000	0.06162596	0.93817325
KKLUTU09_75	SD	0.00003028	0.00000000	0.00000000	0.00706924	0.00707558
KKLUTU09_76	Posterior.Mean	0.00203768	0.00000000	0.00000000	0.00002207	0.99794025
KKLUTU09_76	SD	0.00038441	0.00000000	0.00000000	0.00000381	0.00038643
KKLUTU09_77	Posterior.Mean	0.00060930	0.00000000	0.00000000	0.08066067	0.91873003
KKLUTU09_77	SD	0.00006939	0.00000000	0.00000000	0.01045008	0.01046350
KKLUTU09_78	Posterior.Mean	0.00039251	0.00000000	0.00000000	0.07466301	0.92494448
KKLUTU09_78	SD	0.00007608	0.00000000	0.00000000	0.01497969	0.01500831
KKLUTU09_79	Posterior.Mean	0.00013362	0.00000000	0.00000000	0.00240723	0.99745915
KKLUTU09_79	SD	0.00002424	0.00000000	0.00000000	0.00037726	0.00038787
KKLUTU09_80	Posterior.Mean	0.00005893	0.00000000	0.00000000	0.31204272	0.68789834
KKLUTU09_80	SD	0.00001011	0.00000000	0.00000000	0.04228870	0.04229199
KKLUTU09_81	Posterior.Mean	0.00013300	0.00000000	0.00000093	0.00848267	0.99138340
KKLUTU09_81	SD	0.00002571	0.00000000	0.00000015	0.00131306	0.00132699
KKLUTU09_82	Posterior.Mean	0.00000239	0.00000000	0.00000000	0.00009800	0.99989960
KKLUTU09_82	SD	0.00000053	0.00000000	0.00000000	0.00001960	0.00001993
KKLUTU09_83	Posterior.Mean	0.00002258	0.00000000	0.00000000	0.14444975	0.85552767
KKLUTU09_83	SD	0.00000369	0.00000000	0.00000000	0.01804914	0.01805033
KKLUTU09_84	Posterior.Mean	0.00005068	0.00000000	0.00000000	0.00020111	0.99974821
KKLUTU09_84	SD	0.00000699	0.00000000	0.00000000	0.00003206	0.00003603
KKLUTU09_85	Posterior.Mean	0.00163748	0.00000000	0.00000000	0.00025288	0.99810964
KKLUTU09_85	SD	0.00031466	0.00000000	0.00000000	0.00003438	0.00033055
KKLUTU09_86	Posterior.Mean	0.00001440	0.00000000	0.00000000	0.03103741	0.96894818
KKLUTU09_86	SD	0.00000225	0.00000000	0.00000000	0.00457119	0.00457197
KKLUTU09_87	Posterior.Mean	0.00007911	0.00000000	0.00000000	0.00014501	0.99977588
KKLUTU09_87	SD	0.00001713	0.00000000	0.00000000	0.00002695	0.00003912
KKLUTU09_88	Posterior.Mean	0.00104662	0.00000000	0.00000000	0.01761488	0.98133850
KKLUTU09_88	SD	0.00016090	0.00000000	0.00000000	0.00261054	0.00266595
KKLUTU09_89	Posterior.Mean	0.02748454	0.00000000	0.00000000	0.05774427	0.91477119
KKLUTU09_89	SD	0.00583514	0.00000000	0.00000000	0.00987895	0.01406300
KKLUTU09_90	Posterior.Mean	0.00887231	0.00000000	0.00005163	0.01252145	0.97855460
KKLUTU09_90	SD	0.00146230	0.00000000	0.00000690	0.00163651	0.00252228
KKLUTU09_91	Posterior.Mean	0.00000501	0.00000000	0.00000000	0.00001671	0.99997829
KKLUTU09_91	SD	0.00000079	0.00000000	0.00000000	0.00000228	0.00000263
KKLUTU09_92	Posterior.Mean	0.00000439	0.00000000	0.00000847	0.06134732	0.93863982
KKLUTU09_92	SD	0.00000072	0.00000000	0.00000114	0.00782771	0.00782838
KKLUTU09_93	Posterior.Mean	0.00476420	0.00000000	0.00000000	0.02668391	0.96855189
KKLUTU09_93	SD	0.00079726	0.00000000	0.00000000	0.00392852	0.00446236
KKLUTU09_94	Posterior.Mean	0.00000212	0.00000000	0.00000000	0.00823969	0.99175820
KKLUTU09_94	SD	0.00000035	0.00000000	0.00000000	0.00135557	0.00135577
KKOGR05_1	Posterior.Mean	0.00000301	0.00000000	0.00000000	0.00199170	0.99800530
KKOGR05_1	SD	0.00000043	0.00000000	0.00000000	0.00027736	0.00027748
KKOGR05_2	Posterior.Mean	0.00010730	0.00000000	0.00000000	0.14063733	0.85925537
KKOGR05_2	SD	0.00001386	0.00000000	0.00000000	0.01415991	0.01416208
KKOGR05_3	Posterior.Mean	0.00003668	0.00000000	0.00000000	0.39502405	0.60493927
KKOGR05_3	SD	0.00000560	0.00000000	0.00000000	0.03233127	0.03233018
KKOGR05_4	Posterior.Mean	0.00001903	0.00000000	0.00000000	0.00000382	0.99997715
KKOGR05_4	SD	0.00000506	0.00000000	0.00000000	0.00000095	0.00000587
KKOGR05_5	Posterior.Mean	0.00845349	0.00000000	0.00000000	0.00060437	0.99094214
KKOGR05_5	SD	0.00155081	0.00000000	0.00000000	0.00008290	0.00158822
KKOGR05_6	Posterior.Mean	0.00002624	0.00000000	0.00000000	0.00044384	0.99952991
KKOGR05_6	SD	0.00000679	0.00000000	0.00000000	0.00010955	0.00011446
KKOGR05_7	Posterior.Mean	0.00000352	0.00000000	0.00000000	0.01619089	0.98380559
KKOGR05_7	SD	0.00000066	0.00000000	0.00000000	0.00275931	0.00275978
KKOGR05_8	Posterior.Mean	0.00000322	0.00000000	0.00000000	0.00603414	0.99396263
