## reporting unit PofZ values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 999  NumValuesInAverage= 998
IndivName	ValueType	Norton	Upper_Yukon	Middle_Yukon	Lower_Yukon	Bristol_Bay_Kusk
KGEOR05_93	SD	0.00006702	0.00000000	0.00000000	0.00147173	0.00149145
KGEOR05_94	Posterior.Mean	0.00008660	0.00000000	0.00000000	0.00053528	0.99937812
KGEOR05_94	SD	0.00001483	0.00000000	0.00000000	0.00007603	0.00008260
KGEOR05_95	Posterior.Mean	0.00053530	0.00000000	0.00000000	0.04729264	0.95217206
KGEOR05_95	SD	0.00009104	0.00000000	0.00000000	0.00629275	0.00631439
KGISA01_1	Posterior.Mean	0.00009641	0.00000000	0.00000000	0.88113512	0.11876846
KGISA01_1	SD	0.00001809	0.00000000	0.00000000	0.01821193	0.01820531
KGISA01_2	Posterior.Mean	0.00006517	0.00000000	0.00000000	0.80333435	0.19660047
KGISA01_2	SD	0.00001064	0.00000000	0.00000000	0.02366494	0.02366018
KGISA01_3	Posterior.Mean	0.00041967	0.00000000	0.00000000	0.87937822	0.12020211
KGISA01_3	SD	0.00007557	0.00000000	0.00000000	0.01677329	0.01673988
KGISA01_4	Posterior.Mean	0.00046086	0.00000000	0.00000000	0.41410905	0.58543009
KGISA01_4	SD	0.00005862	0.00000000	0.00000000	0.03601108	0.03600171
KGISA01_5	Posterior.Mean	0.00013166	0.00000000	0.00000000	0.41812662	0.58174173
KGISA01_5	SD	0.00001937	0.00000000	0.00000000	0.03437689	0.03437635
KGISA01_6	Posterior.Mean	0.00021499	0.00000000	0.00000000	0.00984268	0.98994233
KGISA01_6	SD	0.00003645	0.00000000	0.00000000	0.00138617	0.00139469
KGISA01_7	Posterior.Mean	0.00000243	0.00000000	0.00000000	0.99084922	0.00914835
KGISA01_7	SD	0.00000037	0.00000000	0.00000000	0.00201545	0.00201527
KGISA01_8	Posterior.Mean	0.00005474	0.00000000	0.00000000	0.96789758	0.03204768
KGISA01_8	SD	0.00000902	0.00000000	0.00000000	0.00444491	0.00443871
KGISA01_9	Posterior.Mean	0.00120364	0.00000000	0.00000004	0.94770391	0.05109240
KGISA01_9	SD	0.00021867	0.00000000	0.00000001	0.00561971	0.00552925
KGISA01_10	Posterior.Mean	0.00000201	0.00000000	0.00000000	0.00849252	0.99150547
KGISA01_10	SD	0.00000037	0.00000000	0.00000000	0.00154442	0.00154460
KGISA01_11	Posterior.Mean	0.00000052	0.00000000	0.00000000	0.63308744	0.36691204
KGISA01_11	SD	0.00000007	0.00000000	0.00000000	0.03125664	0.03125662
KGISA01_12	Posterior.Mean	0.00003147	0.00000000	0.00000000	0.99042760	0.00954092
KGISA01_12	SD	0.00000545	0.00000000	0.00000000	0.00130659	0.00130275
KGISA01_13	Posterior.Mean	0.01354226	0.00000000	0.00000000	0.98414636	0.00231138
KGISA01_13	SD	0.00225606	0.00000000	0.00000000	0.00249193	0.00031995
KGISA01_14	Posterior.Mean	0.00000832	0.00000000	0.00000000	0.98826260	0.01172908
KGISA01_14	SD	0.00000133	0.00000000	0.00000000	0.00200143	0.00200060
KGISA01_15	Posterior.Mean	0.00036713	0.00000000	0.00000000	0.71248359	0.28714929
KGISA01_15	SD	0.00006409	0.00000000	0.00000000	0.03022603	0.03019975
KGISA01_16	Posterior.Mean	0.06225182	0.00000000	0.00000000	0.11472991	0.82301827
KGISA01_16	SD	0.00998671	0.00000000	0.00000000	0.01366734	0.01746689
KGISA01_17	Posterior.Mean	0.00000057	0.00000000	0.00000000	0.98805493	0.01194450
KGISA01_17	SD	0.00000010	0.00000000	0.00000000	0.00204489	0.00204484
KGISA01_18	Posterior.Mean	0.00029352	0.00000000	0.00000000	0.99619313	0.00351334
KGISA01_18	SD	0.00005482	0.00000000	0.00000000	0.00060160	0.00057018
KGISA01_19	Posterior.Mean	0.05010492	0.00000000	0.00000000	0.89816904	0.05172604
KGISA01_19	SD	0.00801752	0.00000000	0.00000000	0.01200321	0.00726194
KGISA01_20	Posterior.Mean	0.02228359	0.00000000	0.00000001	0.67633303	0.30138337
KGISA01_20	SD	0.00288029	0.00000000	0.00000000	0.03124076	0.02970680
KGISA01_21	Posterior.Mean	0.00000836	0.00000000	0.00000001	0.83045602	0.16953561
KGISA01_21	SD	0.00000152	0.00000000	0.00000000	0.02118969	0.02118892
KGISA01_22	Posterior.Mean	0.00001272	0.00000000	0.00000004	0.93566720	0.06432005
KGISA01_22	SD	0.00000204	0.00000000	0.00000001	0.00832461	0.00832322
KGISA01_23	Posterior.Mean	0.00006418	0.00000000	0.00000000	0.94208761	0.05784822
KGISA01_23	SD	0.00000957	0.00000000	0.00000000	0.00575823	0.00575373
KGISA01_24	Posterior.Mean	0.00017257	0.00000000	0.00000000	0.88986709	0.10996034
KGISA01_24	SD	0.00002287	0.00000000	0.00000000	0.01140201	0.01138936
KGISA01_25	Posterior.Mean	0.00029835	0.00000000	0.00000000	0.19767268	0.80202897
KGISA01_25	SD	0.00005224	0.00000000	0.00000000	0.02777446	0.02778853
KGISA01_26	Posterior.Mean	0.00008296	0.00000000	0.00000000	0.98934332	0.01057372
KGISA01_26	SD	0.00001358	0.00000000	0.00000000	0.00170074	0.00169250
KGISA01_27	Posterior.Mean	0.02540557	0.00000000	0.00000000	0.81401212	0.16058231
KGISA01_27	SD	0.00439632	0.00000000	0.00000000	0.01935702	0.01688485
KGISA01_28	Posterior.Mean	0.00000024	0.00000000	0.00000000	0.99922439	0.00077537
KGISA01_28	SD	0.00000005	0.00000000	0.00000000	0.00011636	0.00011634
KGISA01_29	Posterior.Mean	0.00055067	0.00000000	0.00000000	0.97900026	0.02044907
KGISA01_29	SD	0.00010826	0.00000000	0.00000000	0.00287861	0.00281061
KGISA01_30	Posterior.Mean	0.00002614	0.00000000	0.00000000	0.99949942	0.00047444
KGISA01_30	SD	0.00000516	0.00000000	0.00000000	0.00008112	0.00007837
KGISA01_31	Posterior.Mean	0.01422182	0.00000000	0.00000000	0.96316869	0.02260949
KGISA01_31	SD	0.00273892	0.00000000	0.00000000	0.00518518	0.00308244
KGISA01_32	Posterior.Mean	0.00044676	0.00000000	0.00000000	0.84700700	0.15254624
KGISA01_32	SD	0.00007091	0.00000000	0.00000000	0.01935199	0.01931558
KGISA01_33	Posterior.Mean	0.00039159	0.00000000	0.00000000	0.99846469	0.00114372
KGISA01_33	SD	0.00006501	0.00000000	0.00000000	0.00021242	0.00016084
KGISA01_34	Posterior.Mean	0.00002222	0.00000000	0.00000002	0.85489330	0.14508446
KGISA01_34	SD	0.00000321	0.00000000	0.00000000	0.01548821	0.01548636
KGISA01_35	Posterior.Mean	0.00001831	0.00000000	0.00000000	0.89652584	0.10345585
KGISA01_35	SD	0.00000306	0.00000000	0.00000000	0.01300965	0.01300780
KGISA01_36	Posterior.Mean	0.00000004	0.00000000	0.00000000	0.99974600	0.00025396
KGISA01_36	SD	0.00000001	0.00000000	0.00000000	0.00003590	0.00003590
KGISA01_37	Posterior.Mean	0.00008891	0.00000000	0.00000000	0.99155988	0.00835122
KGISA01_37	SD	0.00001499	0.00000000	0.00000000	0.00128058	0.00127047
KGISA01_38	Posterior.Mean	0.03331499	0.00000000	0.00000002	0.88986604	0.07681895
KGISA01_38	SD	0.00514548	0.00000000	0.00000000	0.01387424	0.01015904
KGISA01_39	Posterior.Mean	0.51304464	0.00000000	0.00000000	0.47819244	0.00876292
KGISA01_39	SD	0.04727068	0.00000000	0.00000000	0.04709298	0.00104633
KGISA01_40	Posterior.Mean	0.00453755	0.00000000	0.00000000	0.96637499	0.02908747
KGISA01_40	SD	0.00087702	0.00000000	0.00000000	0.00505888	0.00453586
KGISA01_41	Posterior.Mean	0.01287817	0.00000000	0.00000000	0.45551913	0.53160270
KGISA01_41	SD	0.00222644	0.00000000	0.00000000	0.03788450	0.03773085
KGISA01_42	Posterior.Mean	0.00000101	0.00000000	0.00000000	0.88597562	0.11402336
KGISA01_42	SD	0.00000015	0.00000000	0.00000000	0.01810359	0.01810351
KGISA01_43	Posterior.Mean	0.00049516	0.00000000	0.00000000	0.03288521	0.96661963
KGISA01_43	SD	0.00006439	0.00000000	0.00000000	0.00415168	0.00416371
KGISA01_44	Posterior.Mean	0.00005409	0.00000000	0.00000000	0.40903985	0.59090607
KGISA01_44	SD	0.00000747	0.00000000	0.00000000	0.03504578	0.03504466
KGISA01_45	Posterior.Mean	0.01342301	0.00000000	0.00000000	0.87157855	0.11499844
KGISA01_45	SD	0.00255858	0.00000000	0.00000000	0.01738278	0.01611682
KGISA01_46	Posterior.Mean	0.00006224	0.00000000	0.00000000	0.11488789	0.88504987
KGISA01_46	SD	0.00000882	0.00000000	0.00000000	0.01470094	0.01470311
KGISA01_47	Posterior.Mean	0.00000880	0.00000000	0.00000000	0.95805840	0.04193280
KGISA01_47	SD	0.00000160	0.00000000	0.00000000	0.00695047	0.00694967
KGISA01_48	Posterior.Mean	0.00039298	0.00000000	0.00000000	0.09903341	0.90057361
KGISA01_48	SD	0.00006139	0.00000000	0.00000000	0.01379116	0.01380328
KGISA01_49	Posterior.Mean	0.00124581	0.00000000	0.00000000	0.99608209	0.00267210
KGISA01_49	SD	0.00021764	0.00000000	0.00000000	0.00055267	0.00037442
KGISA01_50	Posterior.Mean	0.04306327	0.00000000	0.00000000	0.76707667	0.18986007
KGISA01_50	SD	0.00691056	0.00000000	0.00000000	0.02645884	0.02482699
KGISA01_51	Posterior.Mean	0.00034408	0.00000000	0.00000000	0.99587490	0.00378102
KGISA01_51	SD	0.00006802	0.00000000	0.00000000	0.00064778	0.00060843
KGISA01_52	Posterior.Mean	0.00080153	0.00000000	0.00000000	0.85793961	0.14125887
KGISA01_52	SD	0.00011198	0.00000000	0.00000000	0.01920344	0.01914219
KGISA01_53	Posterior.Mean	0.00004731	0.00000000	0.00000002	0.99295184	0.00700083
KGISA01_53	SD	0.00000875	0.00000000	0.00000000	0.00117109	0.00116647
KGISA01_54	Posterior.Mean	0.00006194	0.00000000	0.00000000	0.97345964	0.02647841
KGISA01_54	SD	0.00001138	0.00000000	0.00000000	0.00447465	0.00446939
KGISA01_55	Posterior.Mean	0.00006194	0.00000000	0.00000000	0.97345964	0.02647841
KGISA01_55	SD	0.00001138	0.00000000	0.00000000	0.00447465	0.00446939
KGISA01_56	Posterior.Mean	0.00001309	0.00000000	0.00000000	0.40175691	0.59823000
KGISA01_56	SD	0.00000229	0.00000000	0.00000000	0.04487295	0.04487331
KGISA01_57	Posterior.Mean	0.00008425	0.00000000	0.00000000	0.99135713	0.00855862
KGISA01_57	SD	0.00001667	0.00000000	0.00000000	0.00130336	0.00129382
KGISA01_58	Posterior.Mean	0.00069866	0.00000000	0.00000047	0.99299949	0.00630139
KGISA01_58	SD	0.00010835	0.00000000	0.00000008	0.00107136	0.00100145
KGISA01_59	Posterior.Mean	0.00001270	0.00000000	0.00000000	0.94991826	0.05006903
KGISA01_59	SD	0.00000186	0.00000000	0.00000000	0.00762229	0.00762134
KGISA01_60	Posterior.Mean	0.00000938	0.00000000	0.00000000	0.95987878	0.04011184
KGISA01_60	SD	0.00000160	0.00000000	0.00000000	0.00514911	0.00514807
KGISA01_61	Posterior.Mean	0.00000126	0.00000000	0.00000000	0.94710179	0.05289695
KGISA01_61	SD	0.00000024	0.00000000	0.00000000	0.00719424	0.00719410
KGISA01_62	Posterior.Mean	0.00144458	0.00000000	0.00000000	0.63584569	0.36270973
KGISA01_62	SD	0.00025793	0.00000000	0.00000000	0.03714431	0.03709005
KGISA01_63	Posterior.Mean	0.00214557	0.00000000	0.00000000	0.68560849	0.31224593
KGISA01_63	SD	0.00028613	0.00000000	0.00000000	0.02364345	0.02358981
KGISA01_64	Posterior.Mean	0.00000009	0.00000000	0.00000000	0.99972199	0.00027793
KGISA01_64	SD	0.00000002	0.00000000	0.00000000	0.00005187	0.00005186
KGISA01_65	Posterior.Mean	0.02955569	0.00000000	0.00000000	0.48350632	0.48693799
KGISA01_65	SD	0.00456020	0.00000000	0.00000000	0.03175911	0.03107885
KGISA01_66	Posterior.Mean	0.00446054	0.00000000	0.00000000	0.94020531	0.05533414
KGISA01_66	SD	0.00085578	0.00000000	0.00000000	0.00834560	0.00783057
KGISA01_67	Posterior.Mean	0.00000005	0.00000000	0.00000003	0.97552041	0.02447951
KGISA01_67	SD	0.00000001	0.00000000	0.00000001	0.00364066	0.00364065
KGISA01_68	Posterior.Mean	0.01276571	0.00000000	0.00000000	0.97250503	0.01472926
KGISA01_68	SD	0.00226175	0.00000000	0.00000000	0.00400311	0.00216457
KGISA01_69	Posterior.Mean	0.00025573	0.00000000	0.00000000	0.99486022	0.00488405
KGISA01_69	SD	0.00004937	0.00000000	0.00000000	0.00072302	0.00069049
KGISA01_70	Posterior.Mean	0.06721650	0.00000000	0.00000000	0.07332219	0.85946131
KGISA01_70	SD	0.01057405	0.00000000	0.00000000	0.00759441	0.01359853
KGISA01_71	Posterior.Mean	0.00005588	0.00000000	0.00000000	0.41872994	0.58121417
KGISA01_71	SD	0.00000683	0.00000000	0.00000000	0.02717002	0.02716928
KGISA01_72	Posterior.Mean	0.00019172	0.00000000	0.00000001	0.99769410	0.00211418
KGISA01_72	SD	0.00003784	0.00000000	0.00000000	0.00032571	0.00030067
KGISA01_73	Posterior.Mean	0.00000047	0.00000000	0.00000000	0.98980100	0.01019853
KGISA01_73	SD	0.00000008	0.00000000	0.00000000	0.00151570	0.00151565
KGISA01_74	Posterior.Mean	0.00052300	0.00000000	0.00000000	0.83192721	0.16754979
KGISA01_74	SD	0.00009697	0.00000000	0.00000000	0.02721157	0.02718878
KGISA01_75	Posterior.Mean	0.00000465	0.00000000	0.00000000	0.99533620	0.00465915
KGISA01_75	SD	0.00000081	0.00000000	0.00000000	0.00082138	0.00082093
KGISA01_76	Posterior.Mean	0.00061711	0.00000000	0.00000000	0.98649276	0.01289013
KGISA01_76	SD	0.00011153	0.00000000	0.00000000	0.00188427	0.00181485
KGISA01_77	Posterior.Mean	0.00000030	0.00000000	0.00000000	0.99909293	0.00090677
KGISA01_77	SD	0.00000005	0.00000000	0.00000000	0.00013279	0.00013276
KGISA01_78	Posterior.Mean	0.00001147	0.00000000	0.00000000	0.99933818	0.00065035
KGISA01_78	SD	0.00000223	0.00000000	0.00000000	0.00010064	0.00009930
KGISA01_79	Posterior.Mean	0.00048564	0.00000000	0.00000000	0.93030082	0.06921354
KGISA01_79	SD	0.00009132	0.00000000	0.00000000	0.01527265	0.01524530
KGISA01_80	Posterior.Mean	0.00031511	0.00000000	0.00000001	0.99882282	0.00086206
KGISA01_80	SD	0.00005450	0.00000000	0.00000000	0.00016430	0.00012284
KGISA01_81	Posterior.Mean	0.00000114	0.00000000	0.00000000	0.99186006	0.00813880
KGISA01_81	SD	0.00000019	0.00000000	0.00000000	0.00125710	0.00125697
KGOLS06_1	Posterior.Mean	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000
KGOLS06_1	SD	-nan	0.00000000	0.00000000	0.00000000	0.00000000
KGOLS06_2	Posterior.Mean	0.99966692	0.00000000	0.00000000	0.00000038	0.00033271
KGOLS06_2	SD	0.00005013	0.00000000	0.00000000	0.00000006	0.00005008
KGOLS06_3	Posterior.Mean	0.28106603	0.00000000	0.00000000	0.00008253	0.71885143
KGOLS06_3	SD	0.02693030	0.00000000	0.00000000	0.00000945	0.02693138
KGOLS06_4	Posterior.Mean	0.99999913	0.00000000	0.00000000	0.00000001	0.00000086
KGOLS06_4	SD	0.00000015	0.00000000	0.00000000	0.00000000	0.00000015
KGOLS06_5	Posterior.Mean	0.99990520	0.00000000	0.00000000	0.00000007	0.00009473
KGOLS06_5	SD	0.00001566	0.00000000	0.00000000	0.00000001	0.00001565
KGOLS06_6	Posterior.Mean	0.99914909	0.00000000	0.00000000	0.00016412	0.00068679
KGOLS06_6	SD	0.00012578	0.00000000	0.00000000	0.00003034	0.00010252
KGOLS06_7	Posterior.Mean	0.99106074	0.00000000	0.00000000	0.00016635	0.00877291
KGOLS06_7	SD	0.00143432	0.00000000	0.00000000	0.00002981	0.00141474
KGOLS06_8	Posterior.Mean	0.95716492	0.00000000	0.00000000	0.00386075	0.03897433
KGOLS06_8	SD	0.00693045	0.00000000	0.00000000	0.00069877	0.00651607
KGOLS06_9	Posterior.Mean	0.99994153	0.00000000	0.00000000	0.00000023	0.00005824
KGOLS06_9	SD	0.00000899	0.00000000	0.00000000	0.00000004	0.00000896
KGOLS06_10	Posterior.Mean	0.99980576	0.00000000	0.00000000	0.00000260	0.00019164
KGOLS06_10	SD	0.00003944	0.00000000	0.00000000	0.00000043	0.00003920
KGOLS06_11	Posterior.Mean	0.99999998	0.00000000	0.00000000	0.00000000	0.00000002
KGOLS06_11	SD	-nan	0.00000000	0.00000000	0.00000000	0.00000000
KGOLS06_12	Posterior.Mean	0.99999979	0.00000000	0.00000000	0.00000000	0.00000021
KGOLS06_12	SD	0.00000005	0.00000000	0.00000000	0.00000000	0.00000004
KGOLS06_13	Posterior.Mean	0.99999998	0.00000000	0.00000000	0.00000000	0.00000002
KGOLS06_13	SD	0.00000005	0.00000000	0.00000000	0.00000000	0.00000000
KGOLS06_14	Posterior.Mean	0.99657257	0.00000000	0.00000000	0.00003205	0.00339538
KGOLS06_14	SD	0.00055028	0.00000000	0.00000000	0.00000572	0.00054646
KGOLS06_15	Posterior.Mean	0.99888685	0.00000000	0.00000000	0.00089693	0.00021622
KGOLS06_15	SD	0.00019011	0.00000000	0.00000000	0.00016667	0.00003206
KGOLS06_16	Posterior.Mean	0.99999692	0.00000000	0.00000000	0.00000001	0.00000307
KGOLS06_16	SD	0.00000049	0.00000000	0.00000000	0.00000000	0.00000049
KGOLS06_17	Posterior.Mean	0.48257261	0.00000000	0.00000000	0.00043574	0.51699165
KGOLS06_17	SD	0.03931436	0.00000000	0.00000000	0.00005541	0.03929918
KGOLS06_18	Posterior.Mean	0.99568378	0.00000000	0.00000000	0.00004488	0.00427134
KGOLS06_18	SD	0.00068852	0.00000000	0.00000000	0.00000806	0.00068304
KGOLS06_19	Posterior.Mean	0.99494486	0.00000000	0.00000000	0.00000082	0.00505431
KGOLS06_19	SD	0.00079441	0.00000000	0.00000000	0.00000014	0.00079432
KGOLS06_20	Posterior.Mean	0.99976824	0.00000000	0.00000000	0.00005668	0.00017508
KGOLS06_20	SD	0.00003569	0.00000000	0.00000000	0.00000990	0.00002843
KGOLS06_21	Posterior.Mean	0.99920362	0.00000000	0.00000000	0.00002086	0.00077552
KGOLS06_21	SD	0.00014304	0.00000000	0.00000000	0.00000350	0.00014082
KGOLS06_22	Posterior.Mean	0.80293446	0.00000000	0.00000000	0.00034538	0.19672016
KGOLS06_22	SD	0.02473764	0.00000000	0.00000000	0.00005256	0.02470752
KGOLS06_23	Posterior.Mean	0.00116223	0.00000000	0.00000000	0.00590009	0.99293768
KGOLS06_23	SD	0.00019651	0.00000000	0.00000000	0.00094523	0.00103890
KGOLS06_24	Posterior.Mean	0.93104773	0.00000000	0.00000000	0.00055014	0.06840213
KGOLS06_24	SD	0.01129742	0.00000000	0.00000000	0.00008608	0.01124316
KGOLS06_25	Posterior.Mean	0.99999998	0.00000000	0.00000000	0.00000000	0.00000002
KGOLS06_25	SD	0.00000005	0.00000000	0.00000000	0.00000000	0.00000000
KGOLS06_26	Posterior.Mean	0.99979532	0.00000000	0.00000000	0.00002118	0.00018351
KGOLS06_26	SD	0.00003256	0.00000000	0.00000000	0.00000334	0.00003007
KGOLS06_27	Posterior.Mean	0.99999629	0.00000000	0.00000000	0.00000000	0.00000371
KGOLS06_27	SD	0.00000055	0.00000000	0.00000000	0.00000000	0.00000055
KGOLS06_28	Posterior.Mean	0.98444982	0.00000000	0.00000000	0.00106616	0.01448402
KGOLS06_28	SD	0.00268243	0.00000000	0.00000000	0.00017569	0.00257296
KGOLS06_29	Posterior.Mean	0.99999998	0.00000000	0.00000000	0.00000000	0.00000002
KGOLS06_29	SD	-nan	0.00000000	0.00000000	0.00000000	0.00000000
KGOLS06_30	Posterior.Mean	0.99659603	0.00000000	0.00000000	0.00002106	0.00338291
KGOLS06_30	SD	0.00067814	0.00000000	0.00000000	0.00000393	0.00067610
KGOLS06_31	Posterior.Mean	0.99999919	0.00000000	0.00000000	0.00000000	0.00000081
KGOLS06_31	SD	0.00000015	0.00000000	0.00000000	0.00000000	0.00000015
KGOLS06_32	Posterior.Mean	0.93539420	0.00000000	0.00000000	0.00127498	0.06333081
KGOLS06_32	SD	0.00946397	0.00000000	0.00000000	0.00019877	0.00936234
KGOLS06_33	Posterior.Mean	0.99999997	0.00000000	0.00000000	0.00000000	0.00000003
KGOLS06_33	SD	0.00000004	0.00000000	0.00000000	0.00000000	0.00000000
KGOLS06_34	Posterior.Mean	0.00136256	0.00000000	0.00000000	0.16676566	0.83187177
KGOLS06_34	SD	0.00020050	0.00000000	0.00000000	0.02617504	0.02621312
KGOLS06_35	Posterior.Mean	0.99999391	0.00000000	0.00000000	0.00000002	0.00000607
KGOLS06_35	SD	0.00000100	0.00000000	0.00000000	0.00000000	0.00000099
KGOLS06_36	Posterior.Mean	0.88690209	0.00000000	0.00000000	0.00011289	0.11298502
KGOLS06_36	SD	0.01464587	0.00000000	0.00000000	0.00001760	0.01463326
KGOLS06_37	Posterior.Mean	0.97325824	0.00000000	0.00000000	0.00292129	0.02382047
KGOLS06_37	SD	0.00392048	0.00000000	0.00000000	0.00051093	0.00355714
KGOLS06_38	Posterior.Mean	0.99786459	0.00000000	0.00000000	0.00012641	0.00200900
KGOLS06_38	SD	0.00032273	0.00000000	0.00000000	0.00002332	0.00030617
KGOLS06_39	Posterior.Mean	0.99860007	0.00000000	0.00000000	0.00014210	0.00125783
KGOLS06_39	SD	0.00021198	0.00000000	0.00000000	0.00002478	0.00019405
KGOLS06_40	Posterior.Mean	0.99994624	0.00000000	0.00000000	0.00000030	0.00005346
KGOLS06_40	SD	0.00000824	0.00000000	0.00000000	0.00000005	0.00000820
KGOLS06_41	Posterior.Mean	0.00055156	0.00000000	0.00000000	0.00140343	0.99804501
KGOLS06_41	SD	0.00010490	0.00000000	0.00000000	0.00022464	0.00029632
KGOLS06_42	Posterior.Mean	0.99792010	0.00000000	0.00000000	0.00000009	0.00207980
KGOLS06_42	SD	0.00040396	0.00000000	0.00000000	0.00000002	0.00040395
KGOLS06_43	Posterior.Mean	0.99995271	0.00000000	0.00000000	0.00000003	0.00004726
KGOLS06_43	SD	0.00000741	0.00000000	0.00000000	0.00000001	0.00000741
KGOLS06_44	Posterior.Mean	0.99999136	0.00000000	0.00000000	0.00000009	0.00000855
KGOLS06_44	SD	0.00000132	0.00000000	0.00000000	0.00000001	0.00000130
KGOLS06_45	Posterior.Mean	0.98242593	0.00000000	0.00000000	0.00029515	0.01727891
KGOLS06_45	SD	0.00266059	0.00000000	0.00000000	0.00005113	0.00262479
KGOLS06_46	Posterior.Mean	0.99951435	0.00000000	0.00000000	0.00015048	0.00033516
KGOLS06_46	SD	0.00008136	0.00000000	0.00000000	0.00002813	0.00006214
KGOLS06_47	Posterior.Mean	0.99999619	0.00000000	0.00000000	0.00000069	0.00000312
KGOLS06_47	SD	0.00000058	0.00000000	0.00000000	0.00000013	0.00000049
KGOLS06_48	Posterior.Mean	0.77697481	0.00000000	0.00000000	0.00011504	0.22291015
KGOLS06_48	SD	0.02734865	0.00000000	0.00000000	0.00001594	0.02733958
KGOLS06_49	Posterior.Mean	0.99979143	0.00000000	0.00000000	0.00008019	0.00012838
KGOLS06_49	SD	0.00003255	0.00000000	0.00000000	0.00001472	0.00002133
KGOLS06_50	Posterior.Mean	0.00380472	0.00000000	0.00000000	0.00087286	0.99532242
KGOLS06_50	SD	0.00066796	0.00000000	0.00000000	0.00014541	0.00075074
KGOLS06_51	Posterior.Mean	0.99997929	0.00000000	0.00000000	0.00000038	0.00002033
KGOLS06_51	SD	0.00000322	0.00000000	0.00000000	0.00000007	0.00000317
KGOLS06_52	Posterior.Mean	0.99733460	0.00000000	0.00000000	0.00085695	0.00180845
KGOLS06_52	SD	0.00040139	0.00000000	0.00000000	0.00015850	0.00027682
KGOLS06_53	Posterior.Mean	0.94751599	0.00000000	0.00000000	0.02414087	0.02834314
KGOLS06_53	SD	0.00834689	0.00000000	0.00000000	0.00431790	0.00543226
KGOLS06_54	Posterior.Mean	0.99598928	0.00000000	0.00000000	0.00014060	0.00387012
KGOLS06_54	SD	0.00059419	0.00000000	0.00000000	0.00002598	0.00057597
KGOLS06_55	Posterior.Mean	0.99830527	0.00000000	0.00000000	0.00000006	0.00169467
KGOLS06_55	SD	0.00027714	0.00000000	0.00000000	0.00000001	0.00027713
KGOLS06_56	Posterior.Mean	0.98178459	0.00000000	0.00000000	0.01242590	0.00578951
KGOLS06_56	SD	0.00259876	0.00000000	0.00000000	0.00202627	0.00082431
KGOLS06_57	Posterior.Mean	0.99991724	0.00000000	0.00000000	0.00000001	0.00008275
KGOLS06_57	SD	0.00001454	0.00000000	0.00000000	0.00000000	0.00001454
KGOLS06_58	Posterior.Mean	0.97852790	0.00000000	0.00000000	0.00049116	0.02098094
KGOLS06_58	SD	0.00345681	0.00000000	0.00000000	0.00007908	0.00340151
KGOLS06_59	Posterior.Mean	0.93681564	0.00000000	0.00000000	0.02253128	0.04065308
KGOLS06_59	SD	0.00913011	0.00000000	0.00000000	0.00392548	0.00627454
KGONF06_1	Posterior.Mean	0.00175100	0.00000000	0.00000000	0.00001960	0.99822940
KGONF06_1	SD	0.00038005	0.00000000	0.00000000	0.00000366	0.00038214
KGONF06_2	Posterior.Mean	0.00854148	0.00000000	0.00000000	0.01769466	0.97376387
KGONF06_2	SD	0.00142764	0.00000000	0.00000000	0.00219665	0.00297915
KGONF06_3	Posterior.Mean	0.01014587	0.00000000	0.00000000	0.12352536	0.86632876
KGONF06_3	SD	0.00171234	0.00000000	0.00000000	0.01682931	0.01724922
KGONF06_4	Posterior.Mean	0.00739652	0.00000000	0.00000000	0.00252199	0.99008149
KGONF06_4	SD	0.00126622	0.00000000	0.00000000	0.00032256	0.00138604
KGONF06_5	Posterior.Mean	0.00005385	0.00000000	0.00000000	0.00070556	0.99924060
KGONF06_5	SD	0.00001192	0.00000000	0.00000000	0.00014040	0.00014738
KGONF06_6	Posterior.Mean	0.01596421	0.00000000	0.00000000	0.00374586	0.98028993
KGONF06_6	SD	0.00262052	0.00000000	0.00000000	0.00053817	0.00288563
KGONF06_7	Posterior.Mean	0.00001462	0.00000000	0.00000000	0.00000227	0.99998311
KGONF06_7	SD	0.00000226	0.00000000	0.00000000	0.00000033	0.00000248
KGONF06_8	Posterior.Mean	0.00352419	0.00000000	0.00000000	0.00015248	0.99632333
KGONF06_8	SD	0.00056866	0.00000000	0.00000000	0.00001626	0.00057392
KGONF06_9	Posterior.Mean	0.00157944	0.00000000	0.00000000	0.00010859	0.99831196
KGONF06_9	SD	0.00028244	0.00000000	0.00000000	0.00001509	0.00028960
KGONF06_10	Posterior.Mean	0.00042849	0.00000000	0.00000000	0.00070914	0.99886238
KGONF06_10	SD	0.00007884	0.00000000	0.00000000	0.00009049	0.00013919
KGONF06_11	Posterior.Mean	0.00113160	0.00000000	0.00000000	0.00006522	0.99880319
KGONF06_11	SD	0.00021136	0.00000000	0.00000000	0.00001135	0.00021831
KGONF06_12	Posterior.Mean	0.00091774	0.00000000	0.00000000	0.01439703	0.98468523
KGONF06_12	SD	0.00016639	0.00000000	0.00000000	0.00211227	0.00216716
KGONF06_13	Posterior.Mean	0.00018788	0.00000000	0.00000000	0.01240343	0.98740869
KGONF06_13	SD	0.00003256	0.00000000	0.00000000	0.00224122	0.00226199
KGONF06_14	Posterior.Mean	0.06105588	0.00000000	0.00000000	0.00046402	0.93848011
KGONF06_14	SD	0.00964445	0.00000000	0.00000000	0.00005622	0.00965976
