## trace file of reporting unit ZSum values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 999 ThinningInterval= 20
SweepNumber	Norton	Upper_Yukon	Middle_Yukon	Lower_Yukon	Bristol_Bay_Kusk
19440	248	74	271	239	1443
19460	247	74	271	239	1444
19480	256	74	271	240	1434
19500	255	74	272	241	1433
19520	256	74	270	243	1432
19540	255	74	270	256	1420
19560	249	74	270	234	1448
19580	245	74	272	238	1446
19600	258	74	271	245	1427
19620	253	74	271	226	1451
19640	250	74	272	254	1425
19660	260	74	271	226	1444
19680	263	74	270	235	1433
19700	246	74	272	245	1438
19720	254	74	272	246	1429
19740	253	74	269	240	1439
19760	248	74	271	242	1440
19780	251	74	271	237	1442
19800	252	74	271	250	1428
19820	245	74	271	230	1455
19840	243	74	271	237	1450
19860	247	74	270	228	1456
19880	251	74	271	230	1449
19900	257	74	272	219	1453
19920	247	74	271	225	1458
19940	253	74	270	238	1440
19960	260	74	270	241	1430
19980	259	74	271	242	1429
20000	251	74	271	219	1460
20020	253	74	270	258	1420
20040	258	74	270	233	1440
20060	245	74	270	223	1463
20080	242	74	271	239	1449
20100	251	74	271	250	1429
20120	256	74	270	228	1447
20140	249	74	272	248	1432
20160	240	74	272	253	1436
20180	245	74	271	236	1449
20200	255	74	271	234	1441
20220	247	74	270	245	1439
20240	247	74	270	244	1440
20260	250	74	270	232	1449
20280	252	74	272	242	1435
20300	262	74	270	239	1430
20320	251	74	271	238	1441
20340	257	74	271	241	1432
20360	259	74	272	253	1417
20380	269	74	270	229	1433
20400	247	74	271	225	1458
20420	256	74	270	223	1452
20440	256	74	272	239	1434
20460	262	74	271	235	1433
20480	243	74	271	244	1443
20500	258	74	270	231	1442
20520	248	74	271	228	1454
20540	234	74	271	244	1452
20560	259	74	271	262	1409
20580	249	74	271	247	1434
20600	251	74	272	237	1441
20620	242	74	272	254	1433
20640	248	74	271	240	1442
20660	255	74	271	240	1435
20680	251	74	270	240	1440
20700	244	74	271	250	1436
20720	248	74	271	250	1432
20740	246	74	271	233	1451
20760	253	74	271	244	1433
20780	257	74	270	241	1433
20800	257	74	271	241	1432
20820	251	74	270	260	1420
20840	249	74	271	237	1444
20860	251	74	271	233	1446
20880	245	74	270	235	1451
20900	252	74	271	229	1449
20920	239	74	271	233	1458
20940	252	74	271	225	1453
20960	248	74	271	237	1445
20980	250	74	270	246	1435
21000	245	74	270	235	1451
21020	249	74	271	227	1454
21040	252	74	271	225	1453
21060	253	74	271	247	1430
21080	253	74	271	249	1428
21100	249	74	270	228	1454
21120	256	74	270	225	1450
21140	258	74	272	252	1419
21160	245	74	270	245	1441
21180	250	74	270	253	1428
21200	255	74	271	256	1419
21220	254	74	272	231	1444
21240	257	74	272	231	1441
21260	249	74	271	235	1446
21280	248	74	271	227	1455
21300	245	74	272	252	1432
21320	256	74	271	233	1441
21340	253	74	270	241	1437
21360	252	74	270	224	1455
21380	253	74	270	222	1456
21400	257	74	271	231	1442
21420	248	74	271	243	1439
21440	255	74	271	233	1442
21460	243	74	272	244	1442
21480	248	74	270	237	1446
21500	262	74	271	215	1453
21520	251	74	270	242	1438
21540	255	74	271	247	1428
21560	252	74	271	232	1446
21580	253	74	271	238	1439
21600	251	74	271	232	1447
21620	255	74	270	231	1445
21640	248	74	270	254	1429
21660	249	74	272	238	1442
21680	247	74	271	239	1444
21700	253	74	272	237	1439
21720	248	74	272	222	1459
21740	252	74	271	247	1431
21760	256	74	271	254	1420
21780	254	74	271	240	1436
21800	244	74	271	240	1446
21820	241	74	270	234	1456
21840	247	74	270	229	1455
21860	247	74	271	242	1441
21880	253	74	271	231	1446
21900	253	74	271	231	1446
21920	253	74	271	230	1447
21940	257	74	272	247	1425
21960	238	74	271	224	1468
21980	258	74	270	238	1435
22000	247	74	270	234	1450
22020	251	74	271	257	1422
22040	259	74	271	226	1445
22060	248	74	270	233	1450
22080	252	74	272	235	1442
22100	250	74	271	246	1434
22120	252	74	270	243	1436
22140	259	74	270	231	1441
22160	250	74	271	254	1426
22180	254	74	271	232	1444
22200	251	73	272	239	1440
22220	262	74	271	243	1425
22240	251	74	271	254	1425
22260	257	74	270	243	1431
22280	250	74	270	231	1450
22300	245	74	271	240	1445
22320	240	74	271	231	1459
22340	252	74	272	247	1430
22360	245	74	271	235	1450
22380	245	74	271	238	1447
22400	255	74	270	240	1436
22420	253	74	271	234	1443
22440	260	74	271	242	1428
22460	242	74	271	228	1460
22480	249	74	270	226	1456
22500	253	74	271	226	1451
22520	245	74	271	224	1461
22540	257	74	271	240	1433
22560	252	74	271	245	1433
22580	257	74	271	223	1450
22600	247	74	271	240	1443
22620	249	74	272	240	1440
22640	243	74	270	240	1448
22660	253	74	271	243	1434
22680	247	74	270	248	1436
22700	255	74	270	239	1437
22720	248	74	271	232	1450
22740	252	74	271	255	1423
22760	261	74	270	241	1429
22780	250	74	272	243	1436
22800	256	74	271	240	1434
22820	262	74	271	245	1423
22840	253	74	272	249	1427
22860	251	74	271	238	1441
22880	255	74	270	233	1443
22900	249	74	272	238	1442
22920	246	74	271	246	1438
22940	241	74	270	251	1439
22960	256	74	271	237	1437
22980	250	74	271	235	1445
23000	249	74	271	225	1456
23020	246	74	271	229	1455
23040	248	74	270	246	1437
23060	259	74	270	226	1446
23080	250	74	270	228	1453
23100	253	74	270	230	1448
23120	251	74	271	222	1457
23140	253	74	270	235	1443
23160	243	74	271	235	1452
23180	257	74	271	228	1445
23200	250	74	271	236	1444
23220	257	74	271	232	1441
23240	245	74	272	234	1450
23260	246	74	270	245	1440
23280	250	74	270	256	1425
23300	246	74	270	241	1444
23320	252	74	272	234	1443
23340	253	74	271	238	1439
23360	256	74	271	238	1436
23380	245	74	271	250	1435
23400	259	74	271	240	1431
23420	255	74	271	232	1443
23440	245	74	270	243	1443
23460	253	74	271	253	1424
23480	257	74	271	238	1435
23500	252	74	271	246	1432
23520	249	74	271	231	1450
23540	246	74	271	243	1441
23560	262	74	271	231	1437
23580	258	74	270	234	1439
23600	246	74	272	247	1436
23620	256	74	271	237	1437
23640	255	74	270	229	1447
23660	252	74	271	236	1442
23680	252	74	272	240	1437
23700	247	74	271	238	1445
23720	251	74	271	243	1436
23740	250	74	271	245	1435
23760	253	74	270	241	1437
23780	257	74	272	260	1412
23800	248	74	270	236	1447
23820	249	74	270	264	1418
23840	247	74	271	248	1435
23860	252	74	270	246	1433
23880	251	74	271	248	1431
23900	250	74	270	238	1443
23920	250	74	271	243	1437
23940	245	74	271	231	1454
23960	254	74	271	237	1439
23980	242	74	270	247	1442
24000	251	74	270	240	1440
24020	251	74	271	227	1452
24040	244	74	271	252	1434
24060	246	74	270	249	1436
24080	243	74	270	251	1437
24100	253	74	270	237	1441
24120	247	74	271	249	1434
24140	251	74	270	236	1444
24160	247	74	271	246	1437
24180	255	74	271	237	1438
24200	250	74	272	238	1441
24220	242	74	272	237	1450
24240	259	74	271	239	1432
24260	242	74	271	251	1437
24280	246	74	271	232	1452
24300	240	74	271	249	1441
24320	255	74	270	236	1440
24340	249	74	271	250	1431
24360	257	74	271	241	1432
24380	242	74	271	245	1443
24400	252	74	271	241	1437
24420	254	74	271	230	1446
24440	258	74	270	240	1433
24460	254	74	271	240	1436
24480	255	74	271	230	1445
24500	250	74	271	239	1441
24520	248	74	271	246	1436
24540	256	74	272	238	1435
24560	250	74	271	230	1450
24580	250	74	270	231	1450
24600	254	74	270	239	1438
24620	254	74	270	233	1444
24640	243	74	270	236	1452
24660	250	74	271	246	1434
24680	252	74	270	232	1447
24700	250	74	271	248	1432
24720	243	74	270	225	1463
24740	251	74	272	222	1456
24760	247	74	271	239	1444
24780	246	74	271	235	1449
24800	249	74	271	239	1442
24820	240	74	271	235	1455
24840	252	74	271	231	1447
24860	254	74	270	239	1438
24880	248	74	270	243	1440
24900	251	74	271	238	1441
24920	250	74	271	244	1436
24940	250	74	271	230	1450
24960	261	74	270	246	1424
24980	249	74	271	237	1444
25000	251	74	272	243	1435
25020	252	74	271	236	1442
25040	246	74	271	236	1448
25060	252	74	271	229	1449
25080	251	74	271	250	1429
25100	250	74	272	246	1433
25120	251	74	270	238	1442
25140	263	74	271	244	1423
25160	241	74	271	231	1458
25180	249	74	271	238	1443
25200	258	74	271	238	1434
25220	250	74	271	224	1456
25240	258	74	271	231	1441
25260	246	74	270	236	1449
25280	265	74	271	232	1433
25300	259	74	271	242	1429
25320	243	74	270	255	1433
25340	256	74	271	228	1446
25360	255	74	270	233	1443
25380	255	74	270	237	1439
25400	247	74	272	237	1445
25420	255	74	271	233	1442
25440	250	74	270	231	1450
25460	259	74	270	243	1429
25480	240	74	271	260	1430
25500	254	74	271	229	1447
25520	250	74	270	243	1438
25540	254	74	271	221	1455
25560	246	74	270	232	1453
25580	252	74	271	244	1434
25600	245	74	271	260	1425
25620	247	74	271	234	1449
25640	249	74	270	238	1444
25660	239	74	271	241	1450
25680	249	74	271	240	1441
25700	260	74	271	235	1435
25720	244	74	271	237	1449
25740	248	74	273	237	1443
25760	245	74	272	236	1448
25780	259	74	271	246	1425
25800	253	74	270	245	1433
25820	249	74	271	235	1446
25840	246	74	270	235	1450
25860	247	73	271	233	1451
25880	246	74	270	247	1438
25900	247	74	270	243	1441
25920	249	74	270	247	1435
25940	249	74	271	232	1449
25960	257	74	271	237	1436
25980	248	74	271	238	1444
26000	253	74	271	236	1441
26020	247	74	271	243	1440
26040	247	74	271	232	1451
26060	252	74	270	224	1455
26080	250	74	271	260	1420
26100	252	74	270	235	1444
26120	252	74	271	224	1454
26140	255	74	270	238	1438
26160	255	74	271	239	1436
26180	255	74	271	246	1429
26200	249	74	271	232	1449
26220	246	74	271	242	1442
26240	249	74	271	259	1422
26260	245	74	272	233	1451
26280	247	74	271	230	1453
26300	236	74	271	227	1467
26320	249	74	271	248	1433
26340	253	74	271	233	1444
26360	250	74	271	237	1443
26380	242	74	271	233	1455
26400	252	74	270	240	1439
26420	251	74	270	237	1443
26440	252	74	271	248	1430
26460	247	74	272	242	1440
26480	263	74	270	242	1426
26500	250	74	270	246	1435
26520	248	74	271	232	1450
26540	245	74	271	241	1444
26560	246	74	270	233	1452
26580	258	74	270	245	1428
26600	244	74	271	235	1451
26620	242	74	272	227	1460
26640	256	74	272	255	1418
26660	248	74	272	237	1444
26680	253	74	270	237	1441
26700	261	74	272	218	1450
26720	244	74	270	235	1452
26740	242	74	270	234	1455
26760	250	74	270	263	1418
26780	242	74	271	232	1456
26800	245	74	271	253	1432
26820	262	74	272	227	1440
26840	251	74	272	257	1421
26860	246	74	271	226	1458
26880	257	74	270	238	1436
26900	256	74	272	222	1451
26920	261	74	272	232	1436
26940	247	74	272	250	1432
26960	240	74	271	246	1444
26980	250	74	272	236	1443
27000	252	74	270	219	1460
27020	256	74	271	222	1452
27040	253	74	272	237	1439
27060	247	74	271	234	1449
27080	251	74	271	253	1426
27100	250	74	271	236	1444
27120	260	74	270	238	1433
27140	250	74	271	228	1452
27160	246	74	271	237	1447
27180	255	74	272	232	1442
27200	252	74	270	229	1450
27220	244	74	272	235	1450
27240	261	74	272	223	1445
27260	257	74	271	246	1427
27280	249	74	270	244	1438
27300	250	74	271	240	1440
27320	245	74	271	239	1446
27340	252	74	270	245	1434
27360	250	74	270	223	1458
27380	256	74	271	225	1449
27400	249	74	270	239	1443
27420	245	74	270	229	1457
27440	252	74	271	227	1451
27460	254	74	272	235	1440
27480	257	74	272	247	1425
27500	255	74	271	222	1453
27520	254	74	270	230	1447
27540	246	74	272	241	1442
27560	252	74	271	242	1436
27580	255	74	270	231	1445
27600	242	74	271	244	1444
27620	252	74	270	237	1442
27640	250	74	271	232	1448
27660	253	74	272	239	1437
27680	253	74	270	239	1439
27700	246	74	270	240	1445
27720	253	74	270	242	1436
27740	253	74	272	216	1460
27760	261	74	271	231	1438
27780	257	74	270	229	1445
27800	249	74	269	247	1436
27820	247	74	271	257	1426
27840	251	74	271	226	1453
27860	253	74	270	241	1437
27880	242	74	270	238	1451
27900	246	74	271	252	1432
27920	252	74	270	236	1443
27940	238	74	271	248	1444
27960	255	74	271	234	1441
27980	258	74	271	233	1439
28000	255	74	271	231	1444
28020	238	74	271	235	1457
28040	255	74	270	256	1420
28060	246	74	271	237	1447
28080	247	74	271	230	1453
28100	252	74	270	233	1446
28120	252	74	270	248	1431
28140	253	74	271	242	1435
28160	246	74	271	227	1457
28180	244	74	271	239	1447
28200	242	74	271	246	1442
28220	263	74	271	249	1418
28240	258	74	270	231	1442
28260	253	74	270	229	1449
28280	254	74	272	221	1454
28300	254	74	271	234	1442
28320	262	74	271	237	1431
28340	258	74	271	224	1448
28360	247	74	271	240	1443
28380	250	74	271	240	1440
28400	246	74	270	240	1445
28420	251	74	271	239	1440
28440	254	74	271	224	1452
28460	247	74	271	246	1437
28480	251	74	272	230	1448
28500	244	74	271	251	1435
28520	244	74	270	243	1444
28540	251	74	271	234	1445
28560	259	74	270	228	1444
28580	256	74	271	227	1447
28600	256	74	270	229	1446
28620	247	74	270	250	1434
28640	252	74	271	246	1432
28660	247	74	270	232	1452
28680	241	74	271	235	1454
28700	253	74	272	223	1453
28720	245	74	271	235	1450
28740	254	74	270	229	1448
28760	247	74	270	228	1456
28780	250	74	272	236	1443
28800	250	74	271	245	1435
28820	246	74	271	242	1442
28840	259	74	271	232	1439
28860	254	74	271	257	1419
28880	258	74	271	248	1424
28900	254	74	271	231	1445
28920	256	74	271	242	1432
28940	253	74	271	237	1440
28960	249	74	272	229	1451
28980	249	74	271	243	1438
29000	256	74	271	249	1425
29020	247	74	271	247	1436
29040	253	74	272	237	1439
29060	247	74	271	251	1432
29080	245	74	272	236	1448
29100	251	74	271	239	1440
29120	252	74	271	239	1439
29140	251	74	271	242	1437
29160	251	74	271	237	1442
29180	245	74	272	247	1437
29200	257	74	272	250	1422
29220	249	74	271	215	1466
29240	245	74	270	252	1434
29260	253	74	270	245	1433
29280	249	74	271	242	1439
29300	256	74	272	233	1440
29320	237	74	270	237	1457
29340	246	74	271	221	1463
29360	256	73	272	244	1430
29380	261	74	271	240	1429
29400	253	74	271	258	1419
29420	246	74	271	231	1453
29440	254	74	271	227	1449
29460	252	74	271	231	1447
29480	252	74	271	240	1438
29500	254	74	271	228	1448
29520	258	74	271	225	1447
29540	257	74	270	222	1452
29560	255	74	271	248	1427
29580	251	74	271	221	1458
29600	260	74	271	239	1431
29620	250	74	271	239	1441
29640	251	74	270	219	1461
29660	252	74	272	217	1460
29680	255	74	271	243	1432
29700	255	74	271	223	1452
29720	257	74	270	233	1441
29740	249	74	270	254	1428
29760	243	74	270	240	1448
29780	235	74	271	239	1456
29800	250	74	272	236	1443
29820	244	74	271	248	1438
29840	252	74	272	233	1444
29860	243	74	271	247	1440
29880	248	74	270	225	1458
29900	250	74	271	251	1429
29920	256	74	272	257	1416
29940	252	74	272	236	1441
29960	255	74	271	231	1444
29980	255	74	271	243	1432
30000	247	74	271	241	1442
30020	253	73	272	238	1439
30040	242	74	270	252	1437
30060	247	74	271	259	1424
30080	243	74	271	250	1437
30100	246	74	271	231	1453
30120	245	74	270	231	1455
30140	255	74	270	240	1436
30160	248	74	271	236	1446
30180	253	74	270	224	1454
30200	241	74	272	255	1433
30220	252	74	270	256	1423
30240	247	74	270	237	1447
30260	251	74	270	245	1435
30280	247	74	271	232	1451
30300	259	74	271	231	1440
30320	258	74	270	252	1421
30340	252	74	271	245	1433
30360	251	74	271	230	1449
30380	252	74	271	257	1421
30400	245	74	271	226	1459
30420	244	74	271	238	1448
30440	255	74	272	235	1439
30460	245	74	270	246	1440
30480	259	74	270	239	1433
30500	251	74	270	236	1444
30520	256	74	271	235	1439
30540	256	74	272	235	1438
30560	250	74	272	237	1442
30580	252	74	271	252	1426
30600	247	74	271	236	1447
30620	252	74	270	248	1431
30640	248	74	271	231	1451
30660	262	74	272	237	1430
30680	257	74	270	235	1439
30700	238	74	271	235	1457
30720	259	74	271	245	1426
30740	255	74	270	238	1438
30760	255	74	271	246	1429
30780	256	74	271	247	1427
30800	256	74	271	238	1436
30820	246	74	271	237	1447
30840	249	74	271	247	1434
30860	247	74	272	241	1441
30880	255	74	270	242	1434
30900	259	74	272	237	1433
30920	261	74	271	233	1436
30940	249	74	271	239	1442
30960	258	74	272	237	1434
30980	253	74	271	249	1428
31000	253	74	271	238	1439
31020	251	73	272	239	1440
31040	253	74	271	237	1440
31060	245	74	271	234	1451
31080	250	74	271	224	1456
31100	244	74	271	242	1444
31120	252	74	271	251	1427
31140	257	74	271	242	1431
31160	250	74	271	231	1449
31180	246	74	271	234	1450
31200	252	74	272	230	1447
31220	260	74	270	227	1444
31240	244	74	272	233	1452
31260	252	74	271	227	1451
31280	251	74	272	240	1438
31300	241	74	271	246	1443
31320	242	74	271	241	1447
31340	258	74	271	234	1438
31360	247	74	272	236	1446
31380	250	74	272	234	1445
31400	254	74	270	235	1442
31420	247	74	271	243	1440
31440	247	74	271	257	1426
31460	243	74	271	243	1444
31480	255	74	270	235	1441
31500	252	74	271	248	1430
31520	255	74	270	236	1440
31540	251	74	270	245	1435
31560	252	74	271	249	1429
31580	251	74	272	238	1440
31600	244	74	271	235	1451
31620	252	74	270	238	1441
31640	252	74	271	240	1438
31660	258	74	271	258	1414
31680	252	74	271	251	1427
31700	262	74	270	248	1421
31720	247	74	270	222	1462
31740	251	74	271	233	1446
31760	245	74	271	228	1457
31780	249	73	271	251	1431
31800	252	74	271	223	1455
31820	249	74	271	248	1433
31840	250	74	270	242	1439
31860	253	74	271	246	1431
31880	247	74	271	225	1458
31900	252	74	271	239	1439
31920	252	74	271	242	1436
31940	256	74	271	237	1437
31960	255	74	272	233	1441
31980	249	74	270	237	1445
32000	257	74	270	237	1437
32020	242	74	272	229	1458
32040	251	74	272	229	1449
32060	262	74	271	226	1442
32080	252	74	271	236	1442
32100	254	74	271	247	1429
32120	253	74	271	227	1450
32140	244	74	271	234	1452
32160	249	74	271	244	1437
32180	253	74	271	238	1439
32200	243	74	271	226	1461
32220	246	74	271	259	1425
32240	248	74	270	247	1436
32260	256	74	270	239	1436
32280	258	74	271	229	1443
32300	251	74	270	237	1443
32320	261	74	270	232	1438
32340	241	74	270	227	1463
32360	254	74	272	235	1440
32380	256	74	271	250	1424
32400	248	74	271	229	1453
32420	254	74	271	231	1445
32440	245	74	271	233	1452
32460	259	74	271	229	1442
32480	247	74	271	256	1427
32500	242	74	271	241	1447
32520	241	74	270	239	1451
32540	253	74	271	247	1430
32560	250	74	270	231	1450
32580	248	74	272	236	1445
32600	253	74	270	225	1453
32620	253	74	270	230	1448
32640	257	74	271	230	1443
32660	253	74	271	232	1445
32680	254	74	270	229	1448
32700	248	74	271	245	1437
32720	257	74	270	239	1435
32740	245	74	270	254	1432
32760	262	74	271	232	1436
32780	249	74	272	235	1445
32800	251	74	272	218	1460
32820	245	74	271	244	1441
32840	247	74	270	256	1428
32860	263	73	273	235	1431
32880	253	74	271	250	1427
32900	245	74	270	249	1437
32920	241	74	271	254	1435
32940	254	74	270	229	1448
32960	243	74	271	233	1454
32980	244	74	272	245	1440
33000	253	74	271	233	1444
33020	251	74	270	244	1436
33040	256	74	271	223	1451
33060	248	74	271	233	1449
33080	254	74	272	226	1449
33100	251	74	270	231	1449
33120	241	74	271	242	1447
33140	247	74	271	243	1440
33160	255	74	270	249	1427
33180	249	74	271	238	1443
33200	253	74	270	229	1449
33220	246	74	271	244	1440
33240	256	74	270	244	1431
33260	260	74	271	243	1427
33280	247	74	271	228	1455
33300	254	74	272	237	1438
33320	254	74	270	224	1453
33340	241	74	271	229	1460
33360	246	74	271	245	1439
33380	251	74	272	241	1437
33400	248	74	272	234	1447
33420	259	74	272	231	1439
33440	252	74	270	229	1450
33460	256	74	271	228	1446
33480	251	74	271	228	1451
33500	250	74	271	230	1450
33520	245	74	271	241	1444
33540	255	74	270	231	1445
33560	248	74	272	224	1457
33580	264	74	270	253	1414
33600	264	74	271	227	1439
33620	257	74	271	235	1438
33640	251	74	271	234	1445
33660	244	74	271	263	1423
33680	254	74	271	246	1430
33700	247	74	270	241	1443
33720	244	74	272	251	1434
33740	252	74	271	254	1424
33760	251	74	270	243	1437
33780	257	74	270	251	1423
33800	254	74	271	231	1445
33820	253	74	270	245	1433
33840	254	74	271	240	1436
33860	247	74	271	247	1436
33880	247	74	271	265	1418
33900	244	74	270	237	1450
33920	245	74	271	233	1452
33940	262	74	271	246	1422
33960	243	74	271	243	1444
33980	247	74	270	236	1448
34000	260	74	271	247	1423
34020	251	74	271	242	1437
34040	249	74	270	240	1442
34060	242	74	271	228	1460
34080	254	74	270	233	1444
34100	250	74	271	240	1440
34120	249	74	271	242	1439
34140	245	74	271	236	1449
34160	258	74	270	256	1417
34180	257	74	271	240	1433
34200	257	74	271	238	1435
34220	250	74	270	228	1453
34240	253	74	271	250	1427
34260	244	74	271	236	1450
34280	247	74	271	237	1446
34300	248	74	271	235	1447
34320	250	74	270	231	1450
34340	251	74	271	241	1438
34360	257	74	271	239	1434
34380	250	73	272	246	1434
34400	252	74	270	247	1432
34420	248	74	271	242	1440
34440	260	74	270	232	1439
34460	256	74	272	229	1444
34480	244	74	271	250	1436
34500	242	74	271	242	1446
34520	249	74	272	240	1440
34540	254	74	270	247	1430
34560	249	74	271	234	1447
34580	249	74	271	234	1447
34600	249	74	271	243	1438
34620	252	74	271	248	1430
34640	255	74	271	253	1422
34660	264	74	272	218	1447
34680	254	74	272	222	1453
34700	256	74	270	239	1436
34720	251	74	271	243	1436
34740	252	74	272	234	1443
34760	263	74	270	225	1443
34780	253	74	270	223	1455
34800	253	74	271	246	1431
34820	248	74	271	232	1450
34840	254	74	272	234	1441
34860	251	74	272	246	1432
34880	251	74	271	242	1437
34900	258	74	271	243	1429
34920	249	74	271	236	1445
34940	250	74	271	244	1436
34960	245	74	270	228	1458
34980	251	74	271	241	1438
35000	247	74	271	229	1454
35020	251	74	271	233	1446
35040	248	74	271	227	1455
35060	255	74	271	246	1429
35080	256	74	270	241	1434
35100	244	74	272	224	1461
35120	252	74	271	219	1459
35140	256	74	271	252	1422
35160	251	74	271	243	1436
35180	263	74	271	235	1432
35200	247	74	271	244	1439
35220	242	74	272	238	1449
35240	258	74	270	242	1431
35260	245	74	272	259	1425
35280	256	74	270	245	1430
35300	254	74	270	225	1452
35320	246	74	271	245	1439
35340	245	74	272	236	1448
35360	238	74	271	249	1443
35380	247	74	270	230	1454
35400	246	74	271	230	1454
35420	250	74	272	239	1440
35440	252	74	271	231	1447
35460	247	74	270	236	1448
35480	252	74	270	243	1436
35500	242	74	270	242	1447
35520	256	74	271	236	1438
35540	259	74	272	250	1420
35560	245	74	270	238	1448
35580	248	74	271	245	1437
35600	249	74	272	226	1454
35620	262	74	270	236	1433
35640	252	74	271	246	1432
35660	255	74	271	230	1445
35680	252	74	270	241	1438
35700	250	74	271	239	1441
35720	247	74	271	248	1435
35740	252	74	271	239	1439
35760	260	74	271	228	1442
35780	253	74	271	246	1431
35800	254	74	271	230	1446
35820	255	74	270	246	1430
35840	254	74	271	250	1426
35860	250	74	270	237	1444
35880	254	74	271	236	1440
35900	257	74	270	227	1447
35920	253	74	271	248	1429
35940	251	74	270	249	1431
35960	259	74	271	243	1428
35980	254	74	270	239	1438
36000	255	74	271	252	1423
36020	251	74	271	236	1443
36040	249	74	271	242	1439
36060	249	74	270	243	1439
36080	257	74	271	229	1444
36100	253	74	271	247	1430
36120	254	74	270	246	1431
36140	251	74	270	256	1424
36160	239	74	271	224	1467
36180	254	74	271	223	1453
36200	251	74	271	243	1436
36220	262	74	270	226	1443
36240	252	74	270	252	1427
36260	245	74	271	247	1438
36280	253	74	271	229	1448
36300	249	74	271	228	1453
36320	258	74	271	240	1432
36340	252	74	272	251	1426
36360	247	74	271	246	1437
36380	259	74	271	219	1452
36400	254	74	272	236	1439
36420	252	73	271	238	1441
36440	257	74	271	234	1439
36460	254	74	271	239	1437
36480	255	74	270	232	1444
36500	242	74	272	241	1446
36520	254	74	271	245	1431
36540	246	74	271	231	1453
36560	244	73	271	239	1448
36580	256	74	272	238	1435
36600	260	74	271	242	1428
36620	261	74	271	231	1438
36640	253	74	271	230	1447
36660	245	74	271	231	1454
36680	243	74	272	243	1443
36700	259	74	270	254	1418
36720	251	74	270	231	1449
36740	240	74	271	229	1461
36760	254	74	270	241	1436
36780	252	74	271	223	1455
36800	243	74	270	239	1449
36820	239	74	271	221	1470
36840	254	74	271	234	1442
36860	243	74	272	248	1438
36880	246	74	272	231	1452
36900	248	74	271	247	1435
36920	257	74	271	251	1422
36940	245	74	270	247	1439
36960	251	74	271	235	1444
36980	246	74	272	244	1439
37000	251	74	271	249	1430
37020	250	74	271	230	1450
37040	257	74	272	233	1439
37060	247	74	271	236	1447
37080	246	74	272	248	1435
37100	252	74	272	241	1436
37120	256	74	272	242	1431
37140	256	74	270	243	1432
37160	243	74	272	227	1459
37180	240	74	271	234	1456
37200	251	74	271	246	1433
37220	256	74	271	236	1438
37240	253	74	272	240	1436
37260	249	74	270	228	1454
37280	256	74	270	237	1438
37300	254	74	270	253	1424
37320	249	74	271	239	1442
37340	252	74	270	237	1442
37360	249	74	271	240	1441
37380	252	74	272	239	1438
37400	255	74	271	248	1427
37420	256	74	271	234	1440
37440	249	74	271	221	1460
37460	242	74	270	234	1455
37480	257	74	271	228	1445
37500	237	74	271	235	1458
37520	250	74	271	229	1451
37540	250	74	271	246	1434
37560	257	74	271	236	1437
37580	247	74	272	233	1449
37600	256	74	271	235	1439
37620	253	74	272	254	1422
37640	255	74	270	247	1429
37660	256	74	270	247	1428
37680	258	74	271	236	1436
37700	250	74	271	235	1445
37720	249	74	270	237	1445
37740	247	74	270	251	1433
37760	250	74	271	239	1441
37780	260	74	271	236	1434
37800	262	73	271	244	1425
37820	252	74	270	247	1432
37840	250	74	271	244	1436
37860	249	74	272	239	1441
37880	252	74	271	237	1441
37900	247	74	271	242	1441
37920	250	74	270	245	1436
37940	247	74	270	237	1447
37960	254	74	271	232	1444
37980	246	74	271	258	1426
38000	252	74	272	227	1450
38020	245	74	271	242	1443
38040	252	74	271	260	1418
38060	254	74	271	235	1441
38080	248	74	270	230	1453
38100	248	74	271	250	1432
38120	251	74	271	237	1442
38140	251	74	271	238	1441
38160	243	74	271	239	1448
38180	253	74	272	237	1439
38200	246	74	271	245	1439
38220	252	74	272	241	1436
38240	258	74	271	230	1442
38260	250	74	271	237	1443
38280	249	74	270	253	1429
38300	253	74	271	254	1423
38320	254	74	271	239	1437
38340	258	74	271	229	1443
38360	252	74	270	236	1443
38380	246	74	271	232	1452
38400	258	74	272	241	1430
38420	253	74	271	236	1441
38440	250	74	271	227	1453
38460	249	74	271	228	1453
38480	253	74	272	236	1440
38500	260	74	271	231	1439
38520	259	74	272	255	1415
38540	258	74	271	242	1430
38560	254	74	271	240	1436
38580	241	74	270	240	1450
38600	250	74	271	261	1419
38620	252	74	270	258	1421
38640	245	74	272	241	1443
38660	249	74	271	237	1444
38680	244	74	271	239	1447
38700	245	74	272	241	1443
38720	256	74	271	232	1442
38740	255	74	272	234	1440
38760	255	74	271	233	1442
38780	258	74	271	237	1435
38800	248	74	271	236	1446
38820	253	74	272	240	1436
38840	256	74	271	241	1433
38860	245	74	271	237	1448
38880	253	74	271	240	1437
38900	249	74	270	240	1442
38920	254	74	271	232	1444
38940	250	74	270	226	1455
38960	258	74	270	228	1445
38980	250	74	271	230	1450
39000	244	74	270	241	1446
39020	253	74	271	231	1446
39040	248	74	272	243	1438
39060	250	74	271	234	1446
39080	254	74	271	234	1442
39100	257	74	272	245	1427
39120	240	74	270	220	1471
39140	252	74	271	249	1429
39160	242	74	272	220	1467
39180	252	74	271	249	1429
39200	254	74	271	238	1438
39220	249	74	270	243	1439
39240	249	74	270	248	1434
39260	255	74	271	239	1436
