## trace file of population Pi values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 20000 ThinningInterval= 20
SweepNumber	KANDR03	KANVI07	KAROL05	KBIGCK04	KBIGS07	KEEK05	KGAGA06	KGEOR05	KGISA01	KGOLS06	KGONF06	KHENS01	KIOW10	KKANE05	KKANT05	KKISA05	KKLUTU09	KKOGR05	KKOGR07	KKOKT10	KNECO07	KNORTH10	KPILG0506	KSALC05	KSALM06	KSTUY09	KTOGRT09	KTUBU09
22980	0.04233301	0.01521855	0.02399066	0.02948387	0.03558117	0.02662526	0.03155891	0.03211024	0.03783901	0.02830821	0.03881433	0.03772865	0.02147921	0.04506227	0.03670401	0.03901442	0.05344540	0.01881885	0.05830739	0.04219977	0.04405558	0.02623488	0.02004575	0.04327822	0.04453216	0.03284196	0.05187552	0.04251276
23000	0.04298499	0.02215264	0.01746964	0.03211673	0.02977791	0.03777389	0.04069092	0.04686729	0.03390770	0.02006838	0.04182267	0.03091732	0.03257960	0.05176552	0.04350214	0.03629406	0.04886627	0.01891300	0.04097897	0.03449291	0.04182694	0.02944044	0.02198379	0.04225829	0.03304358	0.04081892	0.05143693	0.03524856
23020	0.05404816	0.01365327	0.03745175	0.02763200	0.03231218	0.03621456	0.03992231	0.03842141	0.03766122	0.02416419	0.04217758	0.03790050	0.02090871	0.04216755	0.03897562	0.03743873	0.04264536	0.01767450	0.04058068	0.04150990	0.05751500	0.02905871	0.01713104	0.03510377	0.04057006	0.03285078	0.05074773	0.03356273
23040	0.05722942	0.02388701	0.02127350	0.02171845	0.03207212	0.03039745	0.04011824	0.03878032	0.04055179	0.02306204	0.02875430	0.04207362	0.02057727	0.05005421	0.03750945	0.03375076	0.04264438	0.02895349	0.04491149	0.04362798	0.04136852	0.02381433	0.02224888	0.03875030	0.04398684	0.03995671	0.05152819	0.03639893
23060	0.05245867	0.02010350	0.02460636	0.03269597	0.02685045	0.03184702	0.04695762	0.04376974	0.03540165	0.02617740	0.04449274	0.03448797	0.01934462	0.04079624	0.03615769	0.04451113	0.04813829	0.02142594	0.03698577	0.03688092	0.03378356	0.02778076	0.02517458	0.04755453	0.04105925	0.04026103	0.04692480	0.03337181
23080	0.04723740	0.01809241	0.02348667	0.02307374	0.02355662	0.04141474	0.04549365	0.03697428	0.04402511	0.02392198	0.03166626	0.03966209	0.02686132	0.03263193	0.04177843	0.03560650	0.03963283	0.02556472	0.05630802	0.04883767	0.04137583	0.02545345	0.02477539	0.03547281	0.03742754	0.04176678	0.04800849	0.03989334
23100	0.04113115	0.01645613	0.02454912	0.03203208	0.03129108	0.03645885	0.03758650	0.04723184	0.03413663	0.02844935	0.03733377	0.03941949	0.02256952	0.04707369	0.03706169	0.03886569	0.05349556	0.02177293	0.04322361	0.04570928	0.03623201	0.02523839	0.02684170	0.04082919	0.03806614	0.03449863	0.05221627	0.03022973
23120	0.04095867	0.02260914	0.03015966	0.02738768	0.03371519	0.04426093	0.03690744	0.04320107	0.03854213	0.02676535	0.04708098	0.03893595	0.03253596	0.03539617	0.04084492	0.03481011	0.03728535	0.01974466	0.03417445	0.04494257	0.04599263	0.02252477	0.02083077	0.03818111	0.03823211	0.04364956	0.04291471	0.03741594
23140	0.03830836	0.01616300	0.02900257	0.02585738	0.03305293	0.04500665	0.03252775	0.03534034	0.04145339	0.02157532	0.03613718	0.04137611	0.02412309	0.04280903	0.04063207	0.04338659	0.05315923	0.02161186	0.03969514	0.03833515	0.04695027	0.03265103	0.02260079	0.04059289	0.04425481	0.03896385	0.03549644	0.03893677
23160	0.04413813	0.02101422	0.02819416	0.02065377	0.03060778	0.04334466	0.03700268	0.03940875	0.03417648	0.02620524	0.03819019	0.03369606	0.02613443	0.04458298	0.04369266	0.04245691	0.05258340	0.01606707	0.04424740	0.03690342	0.04555150	0.03032550	0.02122845	0.04777793	0.03629567	0.03502747	0.04449471	0.03599838
23180	0.04532614	0.02273745	0.01728701	0.02753935	0.02962347	0.02749113	0.03952849	0.04282232	0.03582513	0.02525768	0.02748279	0.03677852	0.02314517	0.04185085	0.03807061	0.04974246	0.03270214	0.02306219	0.05204631	0.04222121	0.04762269	0.02812591	0.02510936	0.04275471	0.03967390	0.04093917	0.05710838	0.03812545
23200	0.03632976	0.01897997	0.01579010	0.02126954	0.03537556	0.02941803	0.04775093	0.04484966	0.03989805	0.02034809	0.04124455	0.03315371	0.02302851	0.05189553	0.03949013	0.02839976	0.03880275	0.02160550	0.03928785	0.04075962	0.04491238	0.02506481	0.02033161	0.04087368	0.05200700	0.05150234	0.06050736	0.03712322
23220	0.04157059	0.02039958	0.03023893	0.02461297	0.03619630	0.03407047	0.03142564	0.04471087	0.04121628	0.02687215	0.03062303	0.04033305	0.01957581	0.04378395	0.04475387	0.04412371	0.04425657	0.01910292	0.04626821	0.04124231	0.03975875	0.02731811	0.02617862	0.04607841	0.03031773	0.03476180	0.04950286	0.04070653
23240	0.04923043	0.01781318	0.02410172	0.02820261	0.03690914	0.03411920	0.03599684	0.03179341	0.05198093	0.02445228	0.03264565	0.03975389	0.02502367	0.05151135	0.03960583	0.04794590	0.03834726	0.02556430	0.03472755	0.03624091	0.04587081	0.02355243	0.01845898	0.03681940	0.05047704	0.03733717	0.04228957	0.03922856
23260	0.04935012	0.02492911	0.02005001	0.02630667	0.02855791	0.03555751	0.03546318	0.03078096	0.03611194	0.01780495	0.03733935	0.03739170	0.02332470	0.03380211	0.03963501	0.04436336	0.03976726	0.02183651	0.04848964	0.04066289	0.05351292	0.02514950	0.02202498	0.04693026	0.04154034	0.05074971	0.04734292	0.04122446
23280	0.05166565	0.01754229	0.02688970	0.03311324	0.03092920	0.04897231	0.04225163	0.03844000	0.03261750	0.02317327	0.04167082	0.03623163	0.03151762	0.04426735	0.03672508	0.04425514	0.03637399	0.01079517	0.03648963	0.03213542	0.04739224	0.02716336	0.01857582	0.04220992	0.04387768	0.03803320	0.04695923	0.03973191
23300	0.03883311	0.01384246	0.02659089	0.02154592	0.03154141	0.04827909	0.04419033	0.05192041	0.03812131	0.02219492	0.03721972	0.04042810	0.02353879	0.04202447	0.03525073	0.03575698	0.04078073	0.01468644	0.04335927	0.05541940	0.04127542	0.03048965	0.01586762	0.04340275	0.03851474	0.03955721	0.04589879	0.03946938
23320	0.04766299	0.01929487	0.02715658	0.02650552	0.03586378	0.03470724	0.03674357	0.05103069	0.04770394	0.02501524	0.04107444	0.03306625	0.01918532	0.04001554	0.03929198	0.04743641	0.04531101	0.01683039	0.04042834	0.04522072	0.03632936	0.02292747	0.02376815	0.04462029	0.04076546	0.03206162	0.04701798	0.03296480
23340	0.04311097	0.02872619	0.02707574	0.02839405	0.03110609	0.04298996	0.02949404	0.03722182	0.03660358	0.02139237	0.03392819	0.04078702	0.02088349	0.04653086	0.03378742	0.03656684	0.04107840	0.01274042	0.04584131	0.04323427	0.04943633	0.02680133	0.02243191	0.04718645	0.04853421	0.03560533	0.04926755	0.03924386
23360	0.05033717	0.02259302	0.02726666	0.02817285	0.03426914	0.03146656	0.04591039	0.03962077	0.03178695	0.02465973	0.03498080	0.03759027	0.01679517	0.03272019	0.03938354	0.04511703	0.04540827	0.01702742	0.05036948	0.04646412	0.05063843	0.02507252	0.02545992	0.03622057	0.03940722	0.04519966	0.04465158	0.03141058
23380	0.04871847	0.02352516	0.02565710	0.02656058	0.03336073	0.02997816	0.05806763	0.04486690	0.02918537	0.02481127	0.02481287	0.04458250	0.02317319	0.03692107	0.04191829	0.03946344	0.04377117	0.01936423	0.03794260	0.04184685	0.04593747	0.02462277	0.02245870	0.03658765	0.03904318	0.03728795	0.05473459	0.04080010
23400	0.03612563	0.02125561	0.02526809	0.03122937	0.03063754	0.03397135	0.04068274	0.03674503	0.03580550	0.03323500	0.03762298	0.03106506	0.01890996	0.04645548	0.04102436	0.04359571	0.04394345	0.02795214	0.04215452	0.03334390	0.04715776	0.03226141	0.02574322	0.04382243	0.04583001	0.04047353	0.04407521	0.02961301
23420	0.05037937	0.02019758	0.02449323	0.03498985	0.02798495	0.03618182	0.05441427	0.05262910	0.04354055	0.02194414	0.03900707	0.04088892	0.01876019	0.03780915	0.03624571	0.03749911	0.03513728	0.01618102	0.04085766	0.04811663	0.04336294	0.02505519	0.01826238	0.04343578	0.04276372	0.03142490	0.04400778	0.03442971
23440	0.04303105	0.01577922	0.03389955	0.02155023	0.03152871	0.03350292	0.05272252	0.03852506	0.03064828	0.02563811	0.03560775	0.04369891	0.02645354	0.04745846	0.03901776	0.03835060	0.03798630	0.02887727	0.03570192	0.04553101	0.05238455	0.02416589	0.02134936	0.05132815	0.03918178	0.03009594	0.04996617	0.02601898
23460	0.04430304	0.02131790	0.03336351	0.03051089	0.03084353	0.02745071	0.04193839	0.04775586	0.04067939	0.03116675	0.03979401	0.03421412	0.01507378	0.04019633	0.04153243	0.04429584	0.04014191	0.02126160	0.04119032	0.03963595	0.03796839	0.02228117	0.02678288	0.03499119	0.04612593	0.04505500	0.04529977	0.03482938
23480	0.04383563	0.01979540	0.02747999	0.02970888	0.03285873	0.03186104	0.03851811	0.04530302	0.04809970	0.02923948	0.04316999	0.03235167	0.02033760	0.05283283	0.03945704	0.04152145	0.04125310	0.01919975	0.03853490	0.04943645	0.03931385	0.02154558	0.01964030	0.03899533	0.03939742	0.03004776	0.04538686	0.04087814
23500	0.04724886	0.02115276	0.02732534	0.02449727	0.03375429	0.03675617	0.03851795	0.03820741	0.04296607	0.02923923	0.02762435	0.04420997	0.02170647	0.05405407	0.03993938	0.03477991	0.03868567	0.01943733	0.04607766	0.04929579	0.04931394	0.02495683	0.01838711	0.03636687	0.03132387	0.05509473	0.03373797	0.03534275
23520	0.04258460	0.02624862	0.03203338	0.02297408	0.02968692	0.02465379	0.05732707	0.04119642	0.04139084	0.01940695	0.03533768	0.03674934	0.02788671	0.04408092	0.03815863	0.03708110	0.03964025	0.02081646	0.04167477	0.03988998	0.04922158	0.02514249	0.02439716	0.03398522	0.04248837	0.03950320	0.05319160	0.03325188
23540	0.04036994	0.02247524	0.02309800	0.02123479	0.03215616	0.02616810	0.04678535	0.04141682	0.04875779	0.02655722	0.03421732	0.03673289	0.01099317	0.05721094	0.03620996	0.03385066	0.05348224	0.01474112	0.03927526	0.04420745	0.04935198	0.02760779	0.01872584	0.03569241	0.04212803	0.05204560	0.04676943	0.03773850
23560	0.03971566	0.01787380	0.02122361	0.02949993	0.03648868	0.03862370	0.04476615	0.03546413	0.03984669	0.02604777	0.04267050	0.03107365	0.02801619	0.04627329	0.03713115	0.04134898	0.03812031	0.02268760	0.05054000	0.04632244	0.04384208	0.02602957	0.01848922	0.03771254	0.04101323	0.03075000	0.04477155	0.04365760
23580	0.04446780	0.01910872	0.02522517	0.02279779	0.03027785	0.04175278	0.05061942	0.04069374	0.03048114	0.03232458	0.04148018	0.03951349	0.02274301	0.04652801	0.03677108	0.03495480	0.05931158	0.02203701	0.03877485	0.04581454	0.04488967	0.01855758	0.01916836	0.03770130	0.02758953	0.03968645	0.04757469	0.03915486
23600	0.04824870	0.01472389	0.02325415	0.02479022	0.03015918	0.02909578	0.06275398	0.04942525	0.03584644	0.02743045	0.03494743	0.03930364	0.01452037	0.03828113	0.03553699	0.03707173	0.04972963	0.02103234	0.04137813	0.04078430	0.04826941	0.02860463	0.02082636	0.04362785	0.03934724	0.04177004	0.04317830	0.03606245
23620	0.05414230	0.01453652	0.02184092	0.02991160	0.03471871	0.03214281	0.04736240	0.04575099	0.05037012	0.02508866	0.03567871	0.04038149	0.02103433	0.04026414	0.03660745	0.04514660	0.03651968	0.02018335	0.03583686	0.04076278	0.04067199	0.02554040	0.02227933	0.04541081	0.03768545	0.04009033	0.04087379	0.03916747
23640	0.04824079	0.01457208	0.03351277	0.02956994	0.03710984	0.03843779	0.04102071	0.03747281	0.03448519	0.02935016	0.03070664	0.03151058	0.02273436	0.03948650	0.03895247	0.03446110	0.04121454	0.01630983	0.04305399	0.04589046	0.04959379	0.02648325	0.02475634	0.03467412	0.04873126	0.03747479	0.05037510	0.03981880
23660	0.04065184	0.01759623	0.02276732	0.02821410	0.02877405	0.03305681	0.03862804	0.03327747	0.03866489	0.02700312	0.03706562	0.04110856	0.01379940	0.04274543	0.03997434	0.04106101	0.05222512	0.03069549	0.03905519	0.03518800	0.05028986	0.03085569	0.02085502	0.03929553	0.05120199	0.04240568	0.04845840	0.03508578
23680	0.04585839	0.01920234	0.03229140	0.03455076	0.03261610	0.04145714	0.04053742	0.03881054	0.03408727	0.02647955	0.04027914	0.03240180	0.02680078	0.04267215	0.04721518	0.02652610	0.03501104	0.02643919	0.03535792	0.04991091	0.03945719	0.02271261	0.02015108	0.04611003	0.03613820	0.04748854	0.04250257	0.03693466
23700	0.04158835	0.01957937	0.01795957	0.02287097	0.03179055	0.04236798	0.03553144	0.03409245	0.03724100	0.02804421	0.04636017	0.04308705	0.02611049	0.03918047	0.03362685	0.04481565	0.04652176	0.01999405	0.05147218	0.04065004	0.03736638	0.02186235	0.02951287	0.04579982	0.03978135	0.04661208	0.04342004	0.03276050
23720	0.04163560	0.01437502	0.01978305	0.02993447	0.03719269	0.03262602	0.03837726	0.02932446	0.05509403	0.02252511	0.03818111	0.03390731	0.02322036	0.04763914	0.04082530	0.04590946	0.04450537	0.01882405	0.03614047	0.04225275	0.04004671	0.02375145	0.01982589	0.04680782	0.03867415	0.04401239	0.05655279	0.03805577
23740	0.04795166	0.02057254	0.02064470	0.02583829	0.03358866	0.04315102	0.03815144	0.04020889	0.03178803	0.02674841	0.03212964	0.03666089	0.03580931	0.04103993	0.03933491	0.04526643	0.04681254	0.02440453	0.03216950	0.03163279	0.04821838	0.02126252	0.02278935	0.03644448	0.05597973	0.03216342	0.05584141	0.03339657
23760	0.03763405	0.02086262	0.03023781	0.02557688	0.03941389	0.04362868	0.03625377	0.03791491	0.04525199	0.02124599	0.03914656	0.03458190	0.01638682	0.04776081	0.03843760	0.02161091	0.05003590	0.01651174	0.06109623	0.03898864	0.04702405	0.02527473	0.02566337	0.04024682	0.04395521	0.03631975	0.04682106	0.03211732
23780	0.03757537	0.02370755	0.02618693	0.02875408	0.03352226	0.03597556	0.04588008	0.03471325	0.04326241	0.02322480	0.03186989	0.03508046	0.01428229	0.04240339	0.04428076	0.03393180	0.04362054	0.01873963	0.04778455	0.04459723	0.04713847	0.02964964	0.02414489	0.03823482	0.04702165	0.03874873	0.04714254	0.03852645
23800	0.04223761	0.02361140	0.02120922	0.02989836	0.02640107	0.03063269	0.04708902	0.03628620	0.03544609	0.02281236	0.05329398	0.03401613	0.01630934	0.03874130	0.03793870	0.03634219	0.04459065	0.02334997	0.04275907	0.04666284	0.05956973	0.03150168	0.01818731	0.04022676	0.03515039	0.04175844	0.04667464	0.03730286
23820	0.03977051	0.02317330	0.03015337	0.03019044	0.03999842	0.03111890	0.03654940	0.04845523	0.03610469	0.02574470	0.03391312	0.04201387	0.02232021	0.04994373	0.03366209	0.04240311	0.03867701	0.01674164	0.05010923	0.04475632	0.04789169	0.02284049	0.01930625	0.03343242	0.04295020	0.03401688	0.04460866	0.03915413
23840	0.04462954	0.02389072	0.02952396	0.02571345	0.03031853	0.02964962	0.04647338	0.04940801	0.04267085	0.02362126	0.04462352	0.03295920	0.02102459	0.03976187	0.03845818	0.03797276	0.04183169	0.01703646	0.05262338	0.03881837	0.03629209	0.02208359	0.02229459	0.03655667	0.03993241	0.04363459	0.04836129	0.03983541
23860	0.04854357	0.01881931	0.02146432	0.02329081	0.02925962	0.02825703	0.05701430	0.05197668	0.04029250	0.02748924	0.04388409	0.04509706	0.02295360	0.03428973	0.04080544	0.03114962	0.04409876	0.01325508	0.03673899	0.03403470	0.04684565	0.02093575	0.01763324	0.04565842	0.04222262	0.04196103	0.05416360	0.03786524
23880	0.05276357	0.01951722	0.02581356	0.02663507	0.03829829	0.03995895	0.03567737	0.03589159	0.04161320	0.02754238	0.03806717	0.04393159	0.01494386	0.04785283	0.03819054	0.03858655	0.04776949	0.01812439	0.03459197	0.05326777	0.04976763	0.02368274	0.01800209	0.03353766	0.04250179	0.03485197	0.04448518	0.03413359
23900	0.03887389	0.02099400	0.02719315	0.03034394	0.02908616	0.04082157	0.03705638	0.03949775	0.03623730	0.02423039	0.04545920	0.03778368	0.01749281	0.03853160	0.03919661	0.04233389	0.03698785	0.02554612	0.04273686	0.04783905	0.05150856	0.01979873	0.02727587	0.03874874	0.04863805	0.02660746	0.05005112	0.03912927
23920	0.03988553	0.02489741	0.01927839	0.02609023	0.02994734	0.03286854	0.03298580	0.03931773	0.04494709	0.02276235	0.03967824	0.03360793	0.02142211	0.04761299	0.03960747	0.04075630	0.04180955	0.02324296	0.03648717	0.04425209	0.03878555	0.02511834	0.03110735	0.04250790	0.04514863	0.04113663	0.06104577	0.03369263
23940	0.04681388	0.01947897	0.01651246	0.02301145	0.03203344	0.04377743	0.04919203	0.03715267	0.03270039	0.02128763	0.03890399	0.03900935	0.03651427	0.04426629	0.03959556	0.03324417	0.04546509	0.01813845	0.04218235	0.03571839	0.03862934	0.02691337	0.02980860	0.03952832	0.03838873	0.04009665	0.04970220	0.04193454
23960	0.04318378	0.01673071	0.02895264	0.02952421	0.03840560	0.03189371	0.04087964	0.03554984	0.03895722	0.02454136	0.05035503	0.03580925	0.02913897	0.03868224	0.03648802	0.03850827	0.03947051	0.02036058	0.04023105	0.03588573	0.04116733	0.03070705	0.01945072	0.04469800	0.04920630	0.03447389	0.05129454	0.03545380
23980	0.04010009	0.02419971	0.02441418	0.02152748	0.02978687	0.03107184	0.05583752	0.03726100	0.04057603	0.02094196	0.04266920	0.04407465	0.02348017	0.03776807	0.04209326	0.03692156	0.03092418	0.01489448	0.04607138	0.04790451	0.05208053	0.02547684	0.02387364	0.04225852	0.03866443	0.03856946	0.04274394	0.04381450
24000	0.04099843	0.01554497	0.03097023	0.02049793	0.02956482	0.03675413	0.04224982	0.04703535	0.04392837	0.02803701	0.03873624	0.04106116	0.03104372	0.03361323	0.04376960	0.04404060	0.04036468	0.01749192	0.03479941	0.04537279	0.04086306	0.02581440	0.02230974	0.03946627	0.04254168	0.03573360	0.04672197	0.04067488
24020	0.04185420	0.01642743	0.01667107	0.01888391	0.02897330	0.05209871	0.03998558	0.04531340	0.03591847	0.02269004	0.03905611	0.03756671	0.01800279	0.04837532	0.04234132	0.02897478	0.03730983	0.02087322	0.05664072	0.03477573	0.03474915	0.02728895	0.02100492	0.04739541	0.04677895	0.04207533	0.05799316	0.03998149
24040	0.04295934	0.01506671	0.03009744	0.02159361	0.03824230	0.03377934	0.04821593	0.03921527	0.03822401	0.02194742	0.03635993	0.03606166	0.01571310	0.04770101	0.03968731	0.03554462	0.04595016	0.02477702	0.03773854	0.03986504	0.04805675	0.02601965	0.01757349	0.04155251	0.03894866	0.04050521	0.04894931	0.04965465
24060	0.04925855	0.02664375	0.01783032	0.02589714	0.03023398	0.03801759	0.04550046	0.03690523	0.04383140	0.02591564	0.03978664	0.03508513	0.00922481	0.04734146	0.03672143	0.04502907	0.03862593	0.01625865	0.04264230	0.03611246	0.04783734	0.03456413	0.02780340	0.04437734	0.03902275	0.04397153	0.04389276	0.03166881
24080	0.04955457	0.02139533	0.02024644	0.02649730	0.03118855	0.02794712	0.04530476	0.03736655	0.03482427	0.02057505	0.04184061	0.04223501	0.02264971	0.03726929	0.03315792	0.04082076	0.05063210	0.01808907	0.04037857	0.04154019	0.05237960	0.02560481	0.02284201	0.04424498	0.04907700	0.03879247	0.04788095	0.03566499
24100	0.04136894	0.01976670	0.02952533	0.02774153	0.02814844	0.03678496	0.04113903	0.03113173	0.03479135	0.02319584	0.03411692	0.03901058	0.02407665	0.04716552	0.04264543	0.04128949	0.04550623	0.01926706	0.04553107	0.04295345	0.04571833	0.02366995	0.02493463	0.03418974	0.03813856	0.04356705	0.06109102	0.03353446
24120	0.03468781	0.02531944	0.02009554	0.02340051	0.02986174	0.03984085	0.04549327	0.03853059	0.03481643	0.03085379	0.03768761	0.03411549	0.01543646	0.05271285	0.04065636	0.03934871	0.04355920	0.02218534	0.04444814	0.04254204	0.04217187	0.02641761	0.02244150	0.04863538	0.05668769	0.04019630	0.03428635	0.03357111
24140	0.04135437	0.01984552	0.02391530	0.01645587	0.03804854	0.03634277	0.05417536	0.02895618	0.03360629	0.02639713	0.03613930	0.03872666	0.01666212	0.04868441	0.04250694	0.04839764	0.04406344	0.01751152	0.05220116	0.03342649	0.05334731	0.02521336	0.02170198	0.04573664	0.03925826	0.03775610	0.04312889	0.03644045
24160	0.03760005	0.02283839	0.01450140	0.01893830	0.03921260	0.03506200	0.04186693	0.04337390	0.03669611	0.02138604	0.03918001	0.03671267	0.01731810	0.05011082	0.04927066	0.02637397	0.04891991	0.02542053	0.05003174	0.03571582	0.05150478	0.03354383	0.02891012	0.03461728	0.03530421	0.03745742	0.05040859	0.03772384
24180	0.05140465	0.02099557	0.02878636	0.02978333	0.03979437	0.03507678	0.04626975	0.04332924	0.04188218	0.03001940	0.03381921	0.04237218	0.01655323	0.03127144	0.03919703	0.03324126	0.03217686	0.01751002	0.04065323	0.03585741	0.04728370	0.02607000	0.02938213	0.03820367	0.04410839	0.03614703	0.05599204	0.03281955
24200	0.05288902	0.01448676	0.01987321	0.02897613	0.03291350	0.03555805	0.04864148	0.04462972	0.04033865	0.02820542	0.03615520	0.03457541	0.02264563	0.03870313	0.03874902	0.03578498	0.04525742	0.01692612	0.03928345	0.04672547	0.04352311	0.02567748	0.02474176	0.04457250	0.03869828	0.03301805	0.05458463	0.03386645
24220	0.04611123	0.01684048	0.02307448	0.02204858	0.02534906	0.03392019	0.03866896	0.04709981	0.04951166	0.02416975	0.04813235	0.03690747	0.02283092	0.04340211	0.04691735	0.03328619	0.03478628	0.01808110	0.04365029	0.04443920	0.04115540	0.02686873	0.02619479	0.04213712	0.03428274	0.04513349	0.04598674	0.03901352
24240	0.04623253	0.02080495	0.02805188	0.02670303	0.03365367	0.03989287	0.04913724	0.04654950	0.04316439	0.02951336	0.04016039	0.03609061	0.01686512	0.02657568	0.03707726	0.03906842	0.03892948	0.01910926	0.04319922	0.03903307	0.04510377	0.02754243	0.02883451	0.04057439	0.03301910	0.04079683	0.04394642	0.04037062
