FishId	AssignedTo	NumLoci	ObsLogL	zScore	FractionSimmedGreater
KTUBU09_45	KTUBU09	280	-82.015276	-1.960442	0.035035
KTUBU09_46	KTUBU09	277	-76.253892	-0.765057	0.217217
KTUBU09_47	KTUBU09	274	-72.581049	-0.074155	0.451451
KTUBU09_48	KTUBU09	281	-77.260869	-0.574273	0.275275
KTUBU09_49	KTUBU09	279	-85.687527	-2.887872	0.006006
KTUBU09_50	KTUBU09	281	-72.029880	0.854472	0.809810
KTUBU09_51	KTUBU09	281	-76.846319	-0.470577	0.303303
KTUBU09_52	KTUBU09	280	-78.324578	-0.977158	0.171171
KTUBU09_53	KTUBU09	281	-72.738997	0.623488	0.714715
KTUBU09_54	KTUBU09	281	-69.768965	1.340903	0.917918
KTUBU09_55	KTUBU09	280	-75.755523	-0.290981	0.369369
KTUBU09_56	KTUBU09	281	-72.244963	0.801187	0.788789
KTUBU09_57	KTUBU09	281	-75.367894	-0.044717	0.475475
KTUBU09_58	KTUBU09	281	-72.839364	0.596480	0.716717
KTUBU09_59	KTUBU09	281	-77.100943	-0.570871	0.262262
KTUBU09_60	KTUBU09	281	-72.850971	0.571672	0.699700
KTUBU09_61	KTUBU09	281	-74.194697	0.245679	0.596597
KTUBU09_62	KTUBU09	280	-75.389362	-0.088697	0.469469
KTUBU09_63	KTUBU09	281	-67.852145	1.868086	0.973974
KTUBU09_64	KTUBU09	281	-76.094612	-0.250219	0.376376
KTUBU09_65	KTUBU09	281	-71.904184	0.876094	0.798799
KTUBU09_66	KTUBU09	281	-64.36787
