FishId	AssignedTo	NumLoci	ObsLogL	zScore	FractionSimmedGreater
KANDR03_1	KANDR03	280	-74.488422	0.858531	0.807808
KANDR03_2	KANDR03	281	-87.638841	-2.404846	0.007007
KANDR03_3	KANDR03	280	-79.380361	-0.423049	0.336336
KANDR03_4	KANDR03	281	-74.175210	1.002941	0.850851
KANDR03_5	KANDR03	281	-74.557665	0.830517	0.789790
KANDR03_6	KANDR03	280	-79.705251	-0.515321	0.291291
KANDR03_7	KANDR03	280	-70.668800	1.809003	0.971972
KANDR03_8	KANDR03	281	-80.115601	-0.516326	0.301301
KANDR03_9	KANDR03	281	-75.695266	0.600600	0.711712
KANDR03_10	KANDR03	281	-76.512953	0.419006	0.652653
KANDR03_11	KANDR03	280	-77.673853	-0.012470	0.467467
KANDR03_12	KANDR03	281	-75.457604	0.707963	0.759760
KANDR03_13	KANDR03	281	-82.673520	-1.176693	0.128128
KANDR03_14	KANDR03	281	-69.992567	2.029134	0.983984
KANDR03_15	KANDR03	280	-82.657348	-1.257489	0.108108
KANDR03_16	KANDR03	280	-78.514261	-0.191211	0.421421
KANDR03_17	KANDR03	281	-73.987259	1.047146	0.855856
KANDR03_18	KANDR03	281	-75.972638	0.559963	0.713714
KANDR03_19	KANDR03	281	-74.175210	0.942407	0.818819
KANDR03_20	KANDR03	281	-77.880676	0.062797	0.522523
KANDR03_21	KANDR03	280	-80.032483	-0.614884	0.258258
KANDR03_22	KANDR03	280	-79.629840	-0.577314	0.268268
KANDR03_23	KANDR03	279	-79.461028	-0.513942	0.286286
KANDR03_24	KANDR03	281	-78.273108	-0.071038	0.459459
KANDR03_25	KANDR03	281	-80.174002	-0.579097	0.265265
KANDR03_26	KANDR03	280	-80.413740	-0.743767	0.217217
KANDR03_27	KANDR03	279	-78.834481	-0.374524	0.341341
KANDR03_28	KANDR03	279	-76.050764	0.265419	0.591592
KANDR03_29	KANDR03	278	-85.510676	-2.387076	0.011011
KANDR03_30	KANDR03	281	-76.450561	0.411322	0.670671
KANDR03_31	KANDR03	281	-75.900176	0.510601	0.692693
KANDR03_32	KANDR03	278	-77.670223	-0.197217	0.398398
KANDR03_33	KANDR03	270	-74.618155	0.197123	0.563564
KANDR03_34	KANDR03	277	-75.621024	0.339933	0.625626
KANDR03_35	KANDR03	280	-75.721429	0.489735	0.672673
KANDR03_36	KANDR03	281	-80.643121	-0.658384	0.257257
KANDR03_37	KANDR03	274	-77.532814	-0.399044	0.330330
KANDR03_38	KANDR03	281	-74.426802	0.910973	0.815816
KANDR03_39	KANDR03	281	-77.200027	0.225324	0.576577
KANDR03_40	KANDR03	281	-77.035531	0.270580	0.600601
KANDR03_41	KANDR03	280	-82.923454	-1.375593	0.083083
KANDR03_42	KANDR03	280	-77.525308	0.115148	0.524525
KANDR03_43	KANDR03	280	-73.706188	0.989139	0.831832
KANDR03_44	KANDR03	280	-78.729918	-0.299531	0.369369
KANDR03_45	KANDR03	279	-67.948020	2.595377	0.998999
KANDR03_46	KANDR03	278	-74.413130	0.703069	0.744745
KANDR03_47	KANDR03	279	-76.881539	0.109735	0.529530
KANDR03_48	KANDR03	280	-76.712541	0.270165	0.585586
KANDR03_49	KANDR03	281	-72.706738	1.345774	0.915916
KANDR03_50	KANDR03	281	-77.818625	0.093991	0.527528
KANDR03_51	KANDR03	281	-74.171108	0.972206	0.827828
KANDR03_52	KANDR03	280	-81.681075	-1.072743	0.140140
KANDR03_53	KANDR03	279	-75.896308	0.284703	0.597598
KANDR03_54	KANDR03	280	-74.929510	0.706114	0.752753
KANDR03_55	KANDR03	276	-84.053274	-1.995557	0.023023
KANDR03_56	KANDR03	281	-81.580655	-0.984843	0.167167
KANDR03_57	KANDR03	280	-77.556535	0.041201	0.498498
KANDR03_58	KANDR03	280	-76.677052	0.225177	0.577578
KANDR03_59	KANDR03	281	-79.596934	-0.365342	0.343343
KANDR03_60	KANDR03	281	-83.715785	-1.470667	0.072072
KANDR03_61	KANDR03	281	-72.447417	1.507838	0.938939
KANDR03_62	KANDR03	279	-79.989465	-0.729660	0.235235
KANDR03_63	KANDR03	281	-78.179089	-0.093047	0.447447
KANDR03_64	KANDR03	281	-84.806863	-1.818141	0.041041
KANDR03_65	KANDR03	279	-75.643085	0.432939	0.664665
KANDR03_66	KANDR03	281	-73.732550	1.083454	0.874875
KANDR03_67	KANDR03	281	-82.078889	-1.037655	0.157157
KANDR03_68	KANDR03	281	-74.001568	1.057203	0.850851
KANDR03_69	KANDR03	281	-76.199139	0.427041	0.662663
KANDR03_70	KANDR03	281	-79.793117	-0.436206	0.321321
KANDR03_71	KANDR03	280	-77.116290	0.150105	0.536537
KANDR03_72	KANDR03	281	-82.270704	-1.058839	0.144144
KANDR03_73	KANDR03	281	-80.336259	-0.563826	0.285285
KANDR03_74	KANDR03	281	-73.927543	1.107834	0.870871
KANDR03_75	KANDR03	281	-72.975259	1.270161	0.915916
KANDR03_76	KANDR03	281	-72.609376	1.438095	0.934935
KANDR03_77	KANDR03	281	-83.365303	-1.449688	0.080080
KANDR03_78	KANDR03	280	-76.914497	0.197646	0.568569
KANDR03_79	KANDR03	281	-78.322297	-0.093152	0.448448
KANDR03_80	KANDR03	281	-72.115920	1.493811	0.941942
KANDR03_81	KANDR03	281	-77.918380	0.024760	0.498498
KANDR03_82	KANDR03	280	-77.882785	-0.126438	0.434434
KANDR03_83	KANDR03	280	-78.973930	-0.250074	0.378378
KANDR03_84	KANDR03	281	-80.719935	-0.648235	0.258258
KANDR03_85	KANDR03	281	-78.575780	-0.144571	0.424424
KANDR03_86	KANDR03	279	-76.861883	0.045685	0.497497
KANDR03_87	KANDR03	280	-76.189498	0.375377	0.633634
KANDR03_88	KANDR03	278	-72.734032	1.023573	0.845846
KANDR03_89	KANDR03	281	-77.643814	0.113616	0.519520
KANDR03_90	KANDR03	278	-78.411775	-0.223724	0.411411
KANVI07_1	KANVI07	280	-83.240785	-0.995001	0.154154
KANVI07_2	KANVI07	281	-70.869626	2.276845	0.992993
KANVI07_3	KANVI07	280	-78.640017	0.182304	0.579580
KANVI07_4	KANVI07	279	-72.090474	1.731567	0.963964
KANVI07_5	KANVI07	281	-76.255068	0.902385	0.814815
KANVI07_6	KANVI07	281	-74.762735	1.266530	0.906907
KANVI07_7	KANVI07	280	-78.362378	0.225213	0.585586
KANVI07_8	KANVI07	280	-79.307929	0.012496	0.494494
KANVI07_9	KANVI07	281	-77.504110	0.601896	0.701702
KANVI07_10	KANVI07	280	-78.549682	0.150895	0.548549
KANVI07_11	KANVI07	280	-79.360701	0.104750	0.534535
KANVI07_12	KANVI07	279	-71.937901	1.808583	0.964965
KANVI07_13	KANVI07	271	-74.644608	0.253071	0.573574
KANVI07_14	KANVI07	281	-78.402969	0.355596	0.639640
KANVI07_15	KANVI07	278	-80.352629	-0.515261	0.297297
KANVI07_16	KANVI07	274	-72.487491	1.229070	0.888889
KANVI07_17	KANVI07	281	-80.856205	-0.342517	0.367367
KANVI07_18	KANVI07	281	-83.337362	-0.986770	0.168168
KANVI07_19	KANVI07	281	-80.383044	-0.200228	0.408408
KANVI07_20	KANVI07	281	-84.363686	-1.148571	0.115115
KANVI07_21	KANVI07	281	-76.639745	0.706535	0.748749
KANVI07_22	KANVI07	281	-79.689359	-0.008329	0.475475
KANVI07_23	KANVI07	279	-95.597355	-4.339184	0.000000
KANVI07_24	KANVI07	281	-74.762735	1.279491	0.897898
KANVI07_25	KANVI07	281	-79.800751	-0.028168	0.479479
KANVI07_26	KANVI07	281	-78.646745	0.244539	0.588589
KANVI07_27	KANVI07	281	-83.337086	-1.007135	0.158158
KANVI07_28	KANVI07	277	-90.304521	-3.287164	0.002002
KANVI07_29	KANVI07	281	-77.859106	0.463448	0.665666
KANVI07_30	KANVI07	281	-79.668354	0.000002	0.475475
KANVI07_31	KANVI07	275	-76.929159	0.017829	0.493493
KANVI07_32	KANVI07	280	-83.136888	-0.957293	0.171171
KANVI07_33	KANVI07	281	-76.226737	0.936902	0.830831
KANVI07_34	KANVI07	279	-79.488564	-0.252387	0.391391
KANVI07_35	KANVI07	280	-79.896021	-0.136512	0.419419
KANVI07_36	KANVI07	280	-74.293425	1.329714	0.908909
KANVI07_37	KANVI07	278	-73.556267	1.303807	0.899900
KANVI07_38	KANVI07	281	-86.171546	-1.675391	0.058058
KANVI07_39	KANVI07	278	-76.715424	0.490995	0.672673
KANVI07_40	KANVI07	277	-87.542859	-2.449840	0.012012
KANVI07_41	KANVI07	278	-79.054974	-0.234771	0.388388
KANVI07_42	KANVI07	273	-73.470237	0.706390	0.758759
KANVI07_43	KANVI07	279	-87.594462	-2.224462	0.025025
KANVI07_44	KANVI07	280	-81.703165	-0.590661	0.289289
KANVI07_45	KANVI07	276	-77.011046	0.069738	0.519520
KANVI07_46	KANVI07	278	-76.825317	0.465989	0.673674
KANVI07_47	KANVI07	280	-83.967107	-1.352062	0.090090
KANVI07_48	KANVI07	281	-75.449449	1.045831	0.840841
KANVI07_49	KANVI07	280	-80.481786	-0.349403	0.343343
KANVI07_50	KANVI07	280	-71.323435	2.119186	0.986987
KANVI07_51	KANVI07	278	-74.892552	0.963172	0.831832
KANVI07_52	KANVI07	279	-72.573860	1.599479	0.947948
KAROL05_1	KAROL05	281	-81.082825	-0.377108	0.331331
KAROL05_2	KAROL05	281	-82.217382	-0.641246	0.252252
KAROL05_3	KAROL05	281	-79.531684	0.054330	0.511512
KAROL05_4	KAROL05	280	-82.249815	-0.662548	0.247247
KAROL05_5	KAROL05	281	-84.162320	-1.244366	0.119119
KAROL05_6	KAROL05	280	-81.175866	-0.434472	0.313313
KAROL05_7	KAROL05	280	-84.340077	-1.305545	0.100100
KAROL05_8	KAROL05	279	-71.472677	2.008639	0.985986
KAROL05_9	KAROL05	281	-81.014408	-0.277508	0.369369
KAROL05_10	KAROL05	281	-73.198603	1.672340	0.964965
KAROL05_11	KAROL05	281	-77.177151	0.652090	0.728729
KAROL05_12	KAROL05	281	-79.305825	0.114211	0.519520
KAROL05_13	KAROL05	280	-77.018493	0.658567	0.731732
KAROL05_14	KAROL05	281	-74.156853	1.452192	0.936937
KAROL05_15	KAROL05	281	-86.091754	-1.601312	0.062062
KAROL05_16	KAROL05	279	-78.037686	0.293039	0.603604
KAROL05_17	KAROL05	279	-77.326107	0.443198	0.675676
KAROL05_18	KAROL05	280	-77.754165	0.367352	0.622623
KAROL05_19	KAROL05	281	-78.458703	0.389462	0.642643
KAROL05_20	KAROL05	281	-81.614654	-0.480158	0.299299
KAROL05_21	KAROL05	280	-78.475885	0.204419	0.571572
KAROL05_22	KAROL05	281	-82.578162	-0.705289	0.225225
KAROL05_23	KAROL05	281	-77.306110	0.622869	0.733734
KAROL05_24	KAROL05	281	-85.929337	-1.557757	0.069069
KAROL05_25	KAROL05	281	-74.544794	1.310345	0.903904
KAROL05_26	KAROL05	280	-79.247974	0.008725	0.474474
KAROL05_27	KAROL05	281	-75.508601	1.162833	0.881882
KAROL05_28	KAROL05	280	-79.931008	-0.161072	0.436436
KAROL05_29	KAROL05	281	-76.633597	0.779138	0.786787
KAROL05_30	KAROL05	281	-71.341819	2.246585	0.994995
KAROL05_31	KAROL05	281	-74.514606	1.372412	0.919920
KAROL05_32	KAROL05	280	-77.080155	0.656917	0.725726
KAROL05_33	KAROL05	280	-77.667833	0.492285	0.686687
KAROL05_34	KAROL05	281	-77.475362	0.572826	0.722723
KAROL05_35	KAROL05	280	-77.644520	0.450172	0.651652
KAROL05_36	KAROL05	279	-79.491282	-0.121112	0.430430
KAROL05_37	KAROL05	281	-80.733266	-0.257272	0.393393
KAROL05_38	KAROL05	281	-81.758639	-0.592459	0.268268
KAROL05_39	KAROL05	280	-77.712462	0.466950	0.670671
KAROL05_40	KAROL05	279	-78.831127	-0.007353	0.481481
KAROL05_41	KAROL05	279	-76.417684	0.630388	0.721722
KAROL05_42	KAROL05	281	-78.765397	0.292249	0.599600
KAROL05_43	KAROL05	281	-82.204989	-0.608441	0.282282
KAROL05_44	KAROL05	279	-80.112347	-0.204811	0.396396
KAROL05_45	KAROL05	281	-77.627460	0.529391	0.682683
KAROL05_46	KAROL05	280	-79.806948	-0.092413	0.439439
KAROL05_47	KAROL05	279	-77.873981	0.264974	0.595596
KAROL05_48	KAROL05	281	-87.203287	-1.975782	0.028028
KAROL05_49	KAROL05	281	-83.667318	-0.977686	0.145145
KAROL05_50	KAROL05	281	-76.822035	0.745684	0.769770
KAROL05_51	KAROL05	281	-76.238155	0.891148	0.813814
KAROL05_52	KAROL05	281	-84.344454	-1.191427	0.119119
KBIGCK04_1	KBIGCK04	281	-79.076163	0.152581	0.552553
KBIGCK04_2	KBIGCK04	280	-83.720394	-1.095305	0.144144
KBIGCK04_3	KBIGCK04	281	-79.272310	0.057477	0.520521
KBIGCK04_4	KBIGCK04	281	-81.092606	-0.384622	0.330330
KBIGCK04_5	KBIGCK04	281	-82.621308	-0.713706	0.241241
KBIGCK04_6	KBIGCK04	281	-76.771825	0.761480	0.773774
KBIGCK04_7	KBIGCK04	281	-76.206611	0.853887	0.795796
KBIGCK04_8	KBIGCK04	279	-83.163814	-1.050879	0.140140
KBIGCK04_9	KBIGCK04	280	-80.145438	-0.185364	0.410410
KBIGCK04_10	KBIGCK04	281	-80.121247	-0.116666	0.461461
KBIGCK04_11	KBIGCK04	278	-81.726292	-0.787804	0.212212
KBIGCK04_12	KBIGCK04	281	-75.578523	1.116036	0.862863
KBIGCK04_13	KBIGCK04	281	-81.951081	-0.516351	0.308308
KBIGCK04_14	KBIGCK04	281	-77.130502	0.639809	0.738739
KBIGCK04_15	KBIGCK04	281	-78.510451	0.238515	0.591592
KBIGCK04_16	KBIGCK04	280	-76.987685	0.620572	0.714715
KBIGCK04_17	KBIGCK04	280	-78.711931	0.178840	0.554555
KBIGCK04_18	KBIGCK04	281	-77.990534	0.357581	0.635636
KBIGCK04_19	KBIGCK04	280	-82.574134	-0.868735	0.186186
KBIGCK04_20	KBIGCK04	281	-77.929762	0.435098	0.667668
KBIGCK04_21	KBIGCK04	280	-77.285255	0.465158	0.671672
KBIGCK04_22	KBIGCK04	280	-84.689544	-1.326718	0.087087
KBIGCK04_23	KBIGCK04	281	-73.780139	1.488858	0.934935
KBIGCK04_24	KBIGCK04	279	-82.579873	-0.971749	0.169169
KBIGCK04_25	KBIGCK04	281	-82.634640	-0.667263	0.253253
KBIGCK04_26	KBIGCK04	280	-73.577521	1.520869	0.939940
KBIGCK04_27	KBIGCK04	279	-77.908292	0.376469	0.635636
KBIGCK04_28	KBIGCK04	281	-87.293858	-1.989774	0.029029
KBIGCK04_29	KBIGCK04	281	-79.776952	-0.040726	0.480480
KBIGCK04_30	KBIGCK04	280	-80.832857	-0.382344	0.345345
KBIGCK04_31	KBIGCK04	280	-79.384293	0.026107	0.483483
KBIGCK04_32	KBIGCK04	275	-73.162676	1.083416	0.861862
KBIGCK04_33	KBIGCK04	280	-78.340319	0.220428	0.576577
KBIGCK04_34	KBIGCK04	279	-75.133553	0.985280	0.824825
KBIGCK04_35	KBIGCK04	281	-79.237454	0.093185	0.530531
KBIGCK04_36	KBIGCK04	280	-84.394878	-1.294119	0.104104
KBIGCK04_37	KBIGCK04	281	-79.902893	-0.087321	0.460460
KBIGCK04_38	KBIGCK04	281	-83.585206	-0.961121	0.174174
KBIGCK04_39	KBIGCK04	280	-74.937230	1.096266	0.853854
KBIGCK04_40	KBIGCK04	280	-74.166546	1.316479	0.916917
KBIGCK04_41	KBIGCK04	281	-82.315549	-0.655654	0.253253
KBIGCK04_42	KBIGCK04	281	-81.780913	-0.498603	0.289289
KBIGCK04_43	KBIGCK04	280	-76.187044	0.882896	0.810811
KBIGCK04_44	KBIGCK04	280	-83.382905	-1.073941	0.152152
KBIGCK04_45	KBIGCK04	275	-76.039716	0.306445	0.623624
KBIGCK04_46	KBIGCK04	275	-74.241528	0.825270	0.793794
KBIGCK04_47	KBIGCK04	280	-77.871487	0.388517	0.639640
KBIGCK04_48	KBIGCK04	279	-75.604798	0.948443	0.830831
KBIGCK04_49	KBIGCK04	279	-74.208482	1.272861	0.911912
KBIGCK04_50	KBIGCK04	278	-72.171817	1.531319	0.945946
KBIGCK04_51	KBIGCK04	274	-77.543006	-0.265713	0.395395
KBIGCK04_52	KBIGCK04	280	-75.731142	0.910597	0.812813
KBIGCK04_53	KBIGCK04	280	-70.528874	2.238439	0.990991
KBIGCK04_54	KBIGCK04	281	-83.613083	-1.042276	0.144144
KBIGCK04_55	KBIGCK04	276	-79.493271	-0.378490	0.345345
KBIGCK04_56	KBIGCK04	281	-80.738115	-0.223097	0.410410
KBIGCK04_57	KBIGCK04	281	-77.583835	0.560034	0.706707
KBIGCK04_58	KBIGCK04	280	-80.785508	-0.361361	0.350350
KBIGCK04_59	KBIGCK04	275	-80.113704	-0.804213	0.207207
KBIGCK04_60	KBIGCK04	281	-79.615129	0.028474	0.500501
KBIGCK04_61	KBIGCK04	279	-79.756730	-0.119322	0.439439
KBIGCK04_62	KBIGCK04	281	-76.749115	0.761504	0.772773
KBIGCK04_63	KBIGCK04	277	-77.733180	0.209180	0.577578
KBIGCK04_64	KBIGCK04	281	-70.552179	2.422490	1.000000
KBIGCK04_65	KBIGCK04	281	-81.897216	-0.592858	0.274274
KBIGS07_1	KBIGS07	278	-73.462460	-0.965430	0.158158
KBIGS07_2	KBIGS07	281	-67.595341	0.878162	0.812813
KBIGS07_3	KBIGS07	280	-71.853786	-0.209605	0.403403
KBIGS07_4	KBIGS07	280	-71.166333	-0.067954	0.463463
KBIGS07_5	KBIGS07	280	-69.957953	0.236809	0.580581
KBIGS07_6	KBIGS07	281	-65.269455	1.552247	0.946947
KBIGS07_7	KBIGS07	281	-68.455489	0.679975	0.743744
KBIGS07_8	KBIGS07	281	-60.473010	2.827614	0.998999
KBIGS07_9	KBIGS07	280	-70.179017	0.208067	0.569570
KBIGS07_10	KBIGS07	281	-71.695158	-0.143381	0.429429
KBIGS07_11	KBIGS07	281	-68.775375	0.580137	0.702703
KBIGS07_12	KBIGS07	281	-72.984917	-0.410709	0.331331
KBIGS07_13	KBIGS07	279	-76.922632	-1.740594	0.055055
KBIGS07_14	KBIGS07	279	-65.823707	1.270083	0.903904
KBIGS07_15	KBIGS07	279	-68.287904	0.615487	0.715716
KBIGS07_16	KBIGS07	281	-81.927417	-2.935781	0.004004
KBIGS07_17	KBIGS07	280	-72.082893	-0.279141	0.366366
KBIGS07_18	KBIGS07	279	-71.834950	-0.401685	0.331331
KBIGS07_19	KBIGS07	280	-71.022617	0.044304	0.498498
KBIGS07_20	KBIGS07	281	-81.018216	-2.605800	0.005005
KBIGS07_21	KBIGS07	280	-70.203125	0.255075	0.588589
KBIGS07_22	KBIGS07	281	-76.093602	-1.385351	0.088088
KBIGS07_23	KBIGS07	280	-70.912814	-0.007552	0.473473
KBIGS07_24	KBIGS07	279	-72.760020	-0.684032	0.232232
KBIGS07_25	KBIGS07	280	-68.668183	0.557628	0.710711
KBIGS07_26	KBIGS07	281	-75.008775	-0.993812	0.157157
KBIGS07_27	KBIGS07	280	-73.147247	-0.627750	0.258258
KBIGS07_28	KBIGS07	280	-67.847263	0.833851	0.790791
KBIGS07_29	KBIGS07	280	-80.903701	-2.638601	0.006006
KBIGS07_30	KBIGS07	280	-67.264616	0.934634	0.812813
KBIGS07_31	KBIGS07	279	-75.151076	-1.233564	0.111111
KBIGS07_32	KBIGS07	281	-74.793056	-0.961866	0.156156
KBIGS07_33	KBIGS07	281	-74.318172	-0.845356	0.193193
KBIGS07_34	KBIGS07	281	-72.639153	-0.432610	0.324324
KBIGS07_35	KBIGS07	281	-76.335214	-1.404437	0.088088
KBIGS07_36	KBIGS07	280	-75.343786	-1.245594	0.110110
KBIGS07_37	KBIGS07	281	-76.572390	-1.424760	0.075075
KBIGS07_38	KBIGS07	280	-72.342992	-0.338578	0.364364
KBIGS07_39	KBIGS07	281	-72.083823	-0.290072	0.377377
KBIGS07_40	KBIGS07	281	-72.970700	-0.526729	0.295295
KBIGS07_41	KBIGS07	274	-66.677124	0.457959	0.665666
KBIGS07_42	KBIGS07	280	-65.765804	1.284392	0.903904
KBIGS07_43	KBIGS07	280	-67.584244	0.925270	0.836837
KBIGS07_44	KBIGS07	279	-67.314676	0.774800	0.790791
KBIGS07_45	KBIGS07	281	-69.954414	0.314845	0.615616
KBIGS07_46	KBIGS07	281	-68.879564	0.623283	0.741742
KBIGS07_47	KBIGS07	280	-69.128158	0.429085	0.652653
KBIGS07_48	KBIGS07	280	-73.858568	-0.879515	0.194194
KBIGS07_49	KBIGS07	278	-68.866252	0.359696	0.618619
KBIGS07_50	KBIGS07	279	-66.619319	0.983730	0.838839
KBIGS07_51	KBIGS07	281	-65.969983	1.417772	0.921922
KBIGS07_52	KBIGS07	275	-64.698309	1.137266	0.876877
KBIGS07_53	KBIGS07	279	-68.558200	0.463473	0.658659
KBIGS07_54	KBIGS07	281	-77.119226	-1.649149	0.058058
KBIGS07_55	KBIGS07	279	-63.774003	1.805551	0.968969
KBIGS07_56	KBIGS07	281	-70.079185	0.287996	0.594595
KBIGS07_57	KBIGS07	280	-76.802942	-1.483019	0.072072
KBIGS07_58	KBIGS07	280	-69.655563	0.379862	0.628629
KBIGS07_59	KBIGS07	280	-66.196875	1.290455	0.904905
KBIGS07_60	KBIGS07	280	-69.434094	0.451163	0.650651
KBIGS07_61	KBIGS07	280	-68.855610	0.589177	0.706707
KBIGS07_62	KBIGS07	280	-73.666945	-0.792880	0.210210
KBIGS07_63	KBIGS07	281	-63.667915	1.984727	0.984985
KBIGS07_64	KBIGS07	281	-65.939595	1.464619	0.936937
KBIGS07_65	KBIGS07	280	-69.572637	0.347580	0.632633
KBIGS07_66	KBIGS07	280	-66.549819	1.101068	0.875876
KBIGS07_67	KBIGS07	280	-76.335713	-1.518516	0.073073
KBIGS07_68	KBIGS07	281	-72.614669	-0.448160	0.320320
KBIGS07_69	KBIGS07	280	-69.443404	0.322541	0.601602
KBIGS07_70	KBIGS07	281	-71.932043	-0.203418	0.409409
KBIGS07_71	KBIGS07	281	-71.222751	-0.025515	0.468468
KEEK05_1	KEEK05	280	-77.240038	0.481917	0.680681
KEEK05_2	KEEK05	269	-70.177500	1.275740	0.908909
KEEK05_3	KEEK05	281	-79.779275	-0.055552	0.461461
KEEK05_4	KEEK05	279	-76.099383	0.624023	0.722723
KEEK05_5	KEEK05	280	-76.574635	0.621486	0.729730
KEEK05_6	KEEK05	280	-82.703761	-0.928748	0.174174
KEEK05_7	KEEK05	281	-80.118257	-0.210891	0.407407
KEEK05_8	KEEK05	279	-79.989999	-0.339514	0.361361
KEEK05_9	KEEK05	281	-87.883569	-2.157942	0.019019
KEEK05_10	KEEK05	278	-75.112253	0.836555	0.802803
KEEK05_11	KEEK05	280	-76.872501	0.522804	0.709710
KEEK05_12	KEEK05	281	-76.089524	0.836643	0.792793
KEEK05_13	KEEK05	281	-76.266882	0.825825	0.790791
KEEK05_14	KEEK05	279	-78.591220	-0.011324	0.479479
KEEK05_15	KEEK05	280	-75.179721	1.051098	0.849850
KEEK05_16	KEEK05	280	-71.716501	1.920052	0.976977
KEEK05_17	KEEK05	281	-76.196907	0.905888	0.825826
KEEK05_18	KEEK05	280	-80.286080	-0.305739	0.350350
KEEK05_19	KEEK05	281	-86.497421	-1.866624	0.038038
KEEK05_20	KEEK05	280	-78.162978	0.348654	0.643644
KEEK05_21	KEEK05	281	-79.289892	0.060814	0.516517
KEEK05_22	KEEK05	281	-77.462236	0.487328	0.687688
KEEK05_23	KEEK05	279	-78.045379	0.144488	0.540541
KEEK05_24	KEEK05	281	-72.029057	1.985697	0.982983
KEEK05_25	KEEK05	280	-81.082573	-0.541438	0.289289
KEEK05_26	KEEK05	280	-73.075800	1.443770	0.934935
KEEK05_27	KEEK05	281	-88.374336	-2.273419	0.020020
KEEK05_28	KEEK05	280	-80.117241	-0.280157	0.374374
KEEK05_29	KEEK05	281	-78.316422	0.331052	0.610611
KEEK05_30	KEEK05	279	-79.925453	-0.335835	0.356356
KEEK05_31	KEEK05	280	-85.648694	-1.581565	0.054054
KEEK05_32	KEEK05	279	-76.700944	0.610401	0.727728
KEEK05_33	KEEK05	278	-89.482067	-2.912427	0.004004
KEEK05_34	KEEK05	280	-87.552401	-2.252594	0.018018
KEEK05_35	KEEK05	281	-81.418653	-0.475622	0.332332
KEEK05_36	KEEK05	281	-85.469751	-1.474055	0.080080
KEEK05_37	KEEK05	279	-77.128457	0.419534	0.638639
KEEK05_38	KEEK05	280	-80.502997	-0.353065	0.345345
KEEK05_39	KEEK05	281	-85.630150	-1.621030	0.060060
KEEK05_40	KEEK05	281	-77.832579	0.383482	0.645646
KEEK05_41	KEEK05	279	-77.966601	0.154706	0.529530
KEEK05_42	KEEK05	281	-79.516929	-0.062264	0.461461
KEEK05_43	KEEK05	271	-69.330060	1.658738	0.960961
KEEK05_44	KEEK05	277	-78.776419	-0.142540	0.436436
KEEK05_45	KEEK05	281	-83.407986	-1.048886	0.140140
KEEK05_46	KEEK05	281	-74.659608	1.251638	0.901902
KEEK05_47	KEEK05	281	-78.877416	0.080164	0.520521
KEEK05_48	KEEK05	279	-80.426186	-0.516473	0.292292
KEEK05_49	KEEK05	279	-72.019367	1.655123	0.965966
KEEK05_50	KEEK05	280	-72.271739	1.771929	0.968969
KEEK05_51	KEEK05	281	-80.629909	-0.277590	0.389389
KEEK05_52	KEEK05	279	-86.003004	-2.001303	0.025025
KEEK05_53	KEEK05	279	-77.227189	0.373727	0.628629
KEEK05_54	KEEK05	281	-70.838826	2.237538	0.990991
KEEK05_55	KEEK05	281	-83.100462	-0.998575	0.157157
KEEK05_56	KEEK05	281	-80.610794	-0.218187	0.391391
KEEK05_57	KEEK05	281	-75.401852	1.086246	0.867868
KEEK05_58	KEEK05	281	-87.288473	-2.039890	0.029029
KEEK05_59	KEEK05	280	-82.079693	-0.642925	0.255255
KEEK05_60	KEEK05	281	-83.588084	-1.044471	0.144144
KEEK05_61	KEEK05	281	-82.622534	-0.781030	0.206206
KEEK05_62	KEEK05	281	-79.901026	-0.170269	0.398398
KEEK05_63	KEEK05	280	-74.386990	1.181395	0.874875
KEEK05_64	KEEK05	280	-77.029219	0.464779	0.674675
KEEK05_65	KEEK05	278	-78.278195	0.048128	0.511512
KEEK05_66	KEEK05	281	-83.434688	-1.012436	0.143143
KEEK05_67	KEEK05	281	-73.896804	1.428894	0.934935
KEEK05_68	KEEK05	281	-84.309349	-1.218750	0.116116
KEEK05_69	KEEK05	281	-80.334772	-0.176727	0.411411
KEEK05_70	KEEK05	281	-78.824687	0.142739	0.557558
KEEK05_71	KEEK05	280	-79.815961	-0.200425	0.395395
KEEK05_72	KEEK05	280	-79.117740	-0.079686	0.447447
KEEK05_73	KEEK05	276	-73.648526	1.148569	0.877878
KEEK05_74	KEEK05	280	-83.653334	-1.141829	0.120120
KEEK05_75	KEEK05	280	-82.982829	-1.048442	0.149149
KEEK05_76	KEEK05	281	-81.825347	-0.604541	0.275275
KGAGA06_1	KGAGA06	280	-78.402974	0.107526	0.528529
KGAGA06_2	KGAGA06	281	-72.830588	1.614866	0.952953
KGAGA06_3	KGAGA06	281	-83.515519	-1.149365	0.132132
KGAGA06_4	KGAGA06	279	-81.469090	-0.854543	0.198198
KGAGA06_5	KGAGA06	280	-80.720872	-0.458677	0.302302
KGAGA06_6	KGAGA06	281	-74.125361	1.291931	0.893894
KGAGA06_7	KGAGA06	280	-74.061456	1.155874	0.876877
KGAGA06_8	KGAGA06	281	-80.992779	-0.472298	0.306306
KGAGA06_9	KGAGA06	281	-75.036559	1.119212	0.880881
KGAGA06_10	KGAGA06	281	-74.406351	1.336348	0.908909
KGAGA06_11	KGAGA06	281	-90.967629	-3.115752	0.001001
